Version,Relative path,LOC,LOC added,Avg LOC added,Max LOC added,Churn,Avg churn,Max churn,Avg chg set,Max chg set,Num. of authors,Num. of revs.,Buggy
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/AbstractRedisBolt.java,109,100,17,46,84,14,42,1572,2067,6,6,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/RedisLookupBolt.java,133,167,28,133,154,26,133,1572,2067,6,6,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/RedisStoreBolt.java,122,153,19,121,145,18,121,1179,2067,7,8,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/config/JedisClusterConfig.java,131,183,92,131,180,90,131,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/config/JedisPoolConfig.java,177,285,48,163,285,48,163,920,2067,6,6,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisClusterContainer.java,65,83,42,65,83,42,65,688,844,2,2,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisCommandsContainerBuilder.java,53,68,34,53,68,34,53,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisCommandsInstanceContainer.java,37,49,25,37,49,25,37,688,844,2,2,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisContainer.java,76,92,46,76,92,46,76,688,844,2,2,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisDataTypeDescription.java,70,90,45,70,90,45,70,688,844,2,2,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisLookupMapper.java,43,60,10,43,46,8,43,1572,2067,6,6,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisMapper.java,29,37,19,29,36,18,29,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisStoreMapper.java,24,27,14,24,27,14,24,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/TupleMapper.java,41,61,10,41,55,9,41,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/state/RedisKeyValueState.java,306,1240,155,306,1224,153,306,523,2067,4,8,yes
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/state/RedisKeyValueStateProvider.java,120,487,97,120,480,96,120,833,2067,4,5,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisMapState.java,137,298,50,137,274,46,137,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisStateQuerier.java,95,210,35,95,190,32,95,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisStateUpdater.java,96,208,35,96,192,32,96,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/KeyFactory.java,56,114,57,57,114,57,57,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/Options.java,40,84,14,40,80,13,40,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterMapState.java,350,399,67,172,112,19,56,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterState.java,112,89,15,39,64,11,32,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterStateQuerier.java,71,68,34,34,-14,-7,-7,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterStateUpdater.java,93,108,54,54,34,17,17,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisMapState.java,381,454,76,201,123,21,65,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisState.java,115,89,15,39,64,11,32,1572,2067,6,6,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisStateQuerier.java,69,70,35,35,-2,-1,-1,688,844,2,2,no
1.0.0,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisStateUpdater.java,98,118,59,59,46,23,23,688,844,2,2,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/state/DefaultStateSerializerTest.java,56,227,45,56,224,45,56,833,2067,4,5,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/state/RedisKeyValueStateProviderTest.java,62,250,50,62,248,50,62,833,2067,4,5,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/state/RedisKeyValueStateTest.java,154,631,105,157,616,103,157,695,2067,4,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/topology/LookupWordCount.java,166,125,25,77,39,8,39,1780,2067,5,5,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/topology/PersistentWordCount.java,116,72,14,40,-1,0,0,1780,2067,5,5,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/topology/WordCounter.java,67,50,10,14,9,2,9,1780,2067,5,5,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/topology/WordSpout.java,88,24,6,6,0,0,0,2014,2067,4,4,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/PrintFunction.java,40,12,3,3,0,0,0,2014,2067,4,4,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountLookupMapper.java,57,134,22,57,114,19,57,1572,2067,6,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountStoreMapper.java,39,86,14,39,78,13,39,1572,2067,6,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedis.java,98,55,9,10,3,1,2,1572,2067,6,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisCluster.java,106,55,9,10,6,1,3,1572,2067,6,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisClusterMap.java,101,62,10,13,2,0,2,1572,2067,6,6,no
1.0.0,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisMap.java,94,63,11,13,1,0,2,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/bolt/SolrUpdateBolt.java,157,459,29,136,340,21,136,591,2067,7,16,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/config/CountBasedCommit.java,59,118,59,59,118,59,59,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/config/SolrCommitStrategy.java,30,60,30,30,60,30,30,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/config/SolrConfig.java,57,137,23,42,129,22,42,575,2067,5,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/mapper/SolrFieldsMapper.java,182,368,61,182,364,61,182,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/mapper/SolrJsonMapper.java,160,324,54,160,320,53,160,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/mapper/SolrMapper.java,32,72,12,32,26,4,32,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/mapper/SolrMapperException.java,24,48,24,24,48,24,24,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/CopyField.java,50,100,50,50,100,50,50,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/Field.java,50,100,50,50,100,50,50,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/FieldType.java,63,126,63,63,126,63,63,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/Schema.java,116,232,116,116,232,116,116,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/SolrFieldTypeFinder.java,182,364,182,182,364,182,182,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/builder/RestJsonSchemaBuilder.java,69,138,69,69,138,69,69,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/schema/builder/SchemaBuilder.java,27,54,27,27,16,8,27,688,844,2,2,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/trident/SolrState.java,67,146,24,67,134,22,67,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/trident/SolrStateFactory.java,44,100,17,44,88,15,44,1572,2067,6,6,no
1.0.0,external/storm-solr/src/main/java/org/apache/storm/solr/trident/SolrUpdater.java,33,78,13,33,28,5,33,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/spout/SolrFieldsSpout.java,76,176,29,76,152,25,76,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/spout/SolrJsonSpout.java,120,264,44,120,240,40,120,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/topology/SolrFieldsTopology.java,56,120,20,56,112,19,56,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/topology/SolrJsonTopology.java,48,104,17,48,96,16,48,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/topology/SolrTopology.java,82,180,30,82,164,27,82,1572,2067,6,6,yes
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/trident/SolrFieldsTridentTopology.java,45,110,18,45,90,15,45,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/trident/SolrJsonTridentTopology.java,45,110,18,45,90,15,45,1572,2067,6,6,no
1.0.0,external/storm-solr/src/test/java/org/apache/storm/solr/util/TestUtil.java,30,60,30,30,60,30,30,688,844,2,2,no
1.0.0,storm-buildtools/maven-shade-clojure-transformer/src/main/java/org/apache/storm/maven/shade/clojure/ClojureTransformer.java,72,0,0,0,0,0,0,0,0,0,0,no
1.0.0,storm-buildtools/storm-maven-plugins/src/main/java/org/apache/storm/maven/plugin/util/CommandExec.java,89,0,0,0,0,0,0,0,0,0,0,no
1.0.0,storm-buildtools/storm-maven-plugins/src/main/java/org/apache/storm/maven/plugin/versioninfo/VersionInfoMojo.java,304,0,0,0,0,0,0,0,0,0,0,no
1.0.0,storm-core/src/jvm/org/apache/storm/Config.java,2521,10748,182,2370,10719,182,2370,162,2067,21,59,yes
1.0.0,storm-core/src/jvm/org/apache/storm/Constants.java,36,144,36,36,144,36,36,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/ICredentialsListener.java,32,128,32,32,128,32,32,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/ILocalCluster.java,49,196,49,49,196,49,49,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/ILocalDRPC.java,27,108,27,27,108,27,27,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/ISubmitterHook.java,31,124,31,31,124,31,31,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/LocalDRPC.java,72,672,56,87,655,55,87,24,166,6,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/LogWriter.java,83,332,83,83,332,83,83,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/ProcessSimulator.java,82,755,63,89,738,62,89,34,166,7,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/StormSubmitter.java,496,1984,496,496,1984,496,496,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/StormTimer.java,242,2810,122,241,2658,116,241,27,166,10,23,no
1.0.0,storm-core/src/jvm/org/apache/storm/Thrift.java,351,3861,351,351,3861,351,351,51,166,7,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/AtomicOutputStream.java,32,128,32,32,128,32,32,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobKeySequenceInfo.java,40,160,40,40,160,40,40,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobStore.java,452,1813,201,447,1813,201,447,904,2067,6,9,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobStoreAclHandler.java,399,1606,321,399,1606,321,399,1612,2067,5,5,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobStoreFile.java,50,200,50,50,200,50,50,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobStoreUtils.java,257,1030,172,257,1028,171,257,1347,2067,5,6,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/BlobSynchronizer.java,124,496,124,124,496,124,124,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/ClientBlobStore.java,184,736,184,184,736,184,184,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/FileBlobStoreImpl.java,248,992,248,248,992,248,248,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/InputStreamWithMeta.java,26,104,26,26,104,26,26,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/KeyFilter.java,22,88,22,22,88,22,22,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/KeySequenceNumber.java,229,916,229,229,916,229,229,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/LocalFsBlobStore.java,311,1252,104,311,1244,104,311,700,2067,10,12,yes
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/LocalFsBlobStoreFile.java,158,636,159,159,636,159,159,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/blobstore/NimbusBlobStore.java,420,1680,420,420,1680,420,420,2014,2067,4,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/callback/DefaultWatcherCallBack.java,35,176,29,35,175,29,35,357,2067,4,6,no
1.0.0,storm-core/src/jvm/org/apache/storm/callback/WatcherCallBack.java,24,121,20,24,120,20,24,356,2067,4,6,no
1.0.0,storm-core/src/jvm/org/apache/storm/callback/ZKStateChangedCallback.java,25,20,5,5,8,2,2,93,166,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/clojure/ClojureBolt.java,119,476,119,119,476,119,119,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/clojure/ClojureSpout.java,153,612,153,153,612,153,153,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/clojure/RichShellBolt.java,51,204,51,51,204,51,51,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/clojure/RichShellSpout.java,51,204,51,51,204,51,51,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ClusterStateContext.java,41,172,14,41,164,14,41,710,2067,9,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ClusterStateListener.java,22,88,22,22,88,22,22,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ClusterUtils.java,244,1774,148,244,1703,142,244,43,166,7,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ConnectionState.java,24,96,24,24,96,24,24,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/DaemonType.java,27,108,27,27,108,27,27,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ExecutorBeat.java,44,198,25,44,156,20,44,58,166,7,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/IStateStorage.java,222,7,7,7,3,3,3,11,11,1,1,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/IStormClusterState.java,126,895,47,124,873,46,124,33,166,10,19,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/PaceMakerStateStorage.java,216,1738,145,216,1728,144,216,46,166,7,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/PaceMakerStateStorageFactory.java,65,526,40,64,516,40,64,45,166,8,13,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/StateStorageFactory.java,28,5,2,3,0,0,0,21,42,1,3,no
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/StormClusterStateImpl.java,722,5161,178,697,5042,174,697,26,166,11,29,yes
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ZKStateStorage.java,244,1738,174,244,1681,168,244,48,166,7,10,yes
1.0.0,storm-core/src/jvm/org/apache/storm/cluster/ZKStateStorageFactory.java,36,108,10,13,64,6,8,48,166,7,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/Activate.java,40,360,40,40,360,40,40,45,166,5,9,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/CLI.java,369,3398,154,369,3305,150,369,32,166,7,22,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/ConfigValue.java,30,81,16,30,48,10,30,30,69,3,5,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/Deactivate.java,40,360,40,40,360,40,40,45,166,5,9,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/DevZookeeper.java,35,350,35,35,350,35,35,55,166,6,10,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/HealthCheck.java,125,1258,105,125,1250,104,125,43,166,5,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/KillTopology.java,51,459,51,51,459,51,51,45,166,5,9,yes
1.0.0,storm-core/src/jvm/org/apache/storm/command/KillWorkers.java,55,110,55,55,110,55,55,1,1,1,2,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/ListTopologies.java,52,52,52,52,52,52,52,166,166,1,1,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/Monitor.java,65,520,65,65,520,65,65,55,166,7,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/Rebalance.java,86,688,86,86,688,86,86,55,166,7,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/SetLogLevel.java,116,928,116,116,928,116,116,56,166,7,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/command/UploadCredentials.java,61,610,61,61,610,61,61,32,166,7,10,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/ResourceIsolationInterface.java,59,555,35,51,550,34,51,44,166,6,16,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCenter.java,216,2226,202,232,2160,196,232,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCommon.java,270,2731,248,270,2700,245,270,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCommonOperation.java,81,811,74,82,810,74,82,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupCoreFactory.java,74,741,67,75,740,67,75,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupManager.java,214,2204,130,210,2120,125,210,41,166,6,17,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupOperation.java,79,798,67,79,790,66,79,52,166,5,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupUtils.java,118,1233,103,133,1180,98,133,52,166,5,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/Device.java,75,750,68,75,750,68,75,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/Hierarchy.java,130,1302,118,130,1300,118,130,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/SubSystem.java,81,812,74,81,810,74,81,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/SubSystemType.java,36,327,30,58,275,25,58,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/SystemOperation.java,75,757,69,75,750,68,75,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/BlkioCore.java,213,2214,201,259,2130,194,259,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CgroupCore.java,26,198,20,26,180,18,26,59,166,5,10,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpuCore.java,135,1362,124,136,1350,123,136,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpuacctCore.java,71,715,65,72,710,65,72,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/CpusetCore.java,209,2120,193,212,2090,190,212,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/DevicesCore.java,189,1907,173,189,1890,172,189,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/FreezerCore.java,66,663,60,67,660,60,67,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/MemoryCore.java,188,1899,173,189,1880,171,189,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/NetClsCore.java,69,693,63,70,690,63,70,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/container/cgroup/core/NetPrioCore.java,65,654,59,66,650,59,66,56,166,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/BatchBoltExecutor.java,108,432,108,108,432,108,108,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/BatchOutputCollector.java,46,184,46,46,184,46,46,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/BatchOutputCollectorImpl.java,53,212,53,53,212,53,53,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/BatchSubtopologyBuilder.java,447,1788,447,447,1788,447,447,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/CoordinatedBolt.java,386,1548,172,382,1548,172,382,910,2067,6,9,no
1.0.0,storm-core/src/jvm/org/apache/storm/coordination/IBatchBolt.java,30,120,30,30,120,30,30,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/Acker.java,134,968,65,133,928,62,133,28,166,8,15,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/ClientJarTransformerRunner.java,41,164,41,41,164,41,41,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/DaemonCommon.java,22,154,22,22,154,22,22,13,56,5,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/DirectoryCleaner.java,177,711,102,177,708,101,177,1151,2067,5,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/DrpcServer.java,357,2994,250,357,2823,235,357,25,166,6,12,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/GrouperFactory.java,243,972,243,243,972,243,243,19,29,3,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/JarTransformer.java,31,124,31,31,124,31,31,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/Shutdownable.java,22,88,22,22,88,22,22,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/StormCommon.java,541,4495,264,605,4316,254,605,24,166,6,17,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/Task.java,247,988,247,247,988,247,247,19,29,3,4,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinBoltMetrics.java,78,546,78,78,546,78,78,10,14,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinMetrics.java,33,231,33,33,231,33,33,10,14,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinMetricsUtil.java,81,573,52,79,561,51,79,13,29,5,11,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/BuiltinSpoutMetrics.java,64,448,64,64,448,64,64,10,14,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/MetricsUtils.java,108,581,39,108,565,38,108,35,166,7,15,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/SpoutThrottlingMetrics.java,57,399,57,57,399,57,57,10,14,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/ConsolePreparableReporter.java,76,399,50,76,374,47,76,23,44,4,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/CsvPreparableReporter.java,79,419,60,80,383,55,80,26,44,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/JmxPreparableReporter.java,70,361,52,70,347,50,70,26,44,4,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/metrics/reporters/PreparableReporter.java,32,91,15,32,58,10,32,29,44,4,6,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/DefaultUncaughtExceptionHandler.java,31,62,31,31,62,31,31,20,22,2,2,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/EventManagerPushCallback.java,37,74,37,37,74,37,37,20,22,2,2,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/StandaloneSupervisor.java,83,171,29,83,166,28,83,16,22,2,6,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/State.java,22,45,15,22,44,15,22,17,22,2,3,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/StateHeartbeat.java,45,91,30,45,90,30,45,38,74,2,3,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/Supervisor.java,177,203,25,177,158,20,177,22,74,2,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SupervisorDaemon.java,28,56,28,28,56,28,28,20,22,2,2,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SupervisorData.java,234,626,78,340,468,59,340,14,22,2,8,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SupervisorManager.java,92,96,48,92,81,41,92,16,22,2,2,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SupervisorUtils.java,286,691,86,286,572,72,286,21,62,2,8,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SyncProcessEvent.java,427,1274,116,674,854,78,674,14,24,2,11,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/SyncSupervisorEvent.java,633,1339,122,633,1260,115,633,12,22,2,11,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/timer/RunProfilerActions.java,211,252,36,211,199,28,211,23,62,2,7,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/timer/SupervisorHealthCheck.java,52,120,20,57,104,17,57,14,22,2,6,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/timer/SupervisorHeartbeat.java,87,105,21,87,89,18,87,13,22,2,5,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/timer/UpdateBlobs.java,105,108,36,105,105,35,105,19,22,2,3,no
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/workermanager/DefaultWorkerManager.java,401,844,169,401,802,160,401,22,62,2,5,yes
1.0.0,storm-core/src/jvm/org/apache/storm/daemon/supervisor/workermanager/IWorkerManager.java,35,77,26,38,70,23,38,15,22,2,3,no
1.0.0,storm-core/src/jvm/org/apache/storm/drpc/DRPCInvocationsClient.java,113,452,113,113,452,113,113,2014,2067,4,4,no
1.0.0,storm-core/src/jvm/org/apache/storm/drpc/DRPCSpout.java,286,1319,69,261,1221,64,261,442,2067,11,19,no
