Dataset,#TrainingReleases,%TrainingData,%DefectiveTraining,%DefectiveTesting,Classifier,FeatureSelection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,F1score,NPofB20,Cost
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,None,None,Learning,1,0,1350,211,1.0,0.004716981,0.24914744,0.008125628,0.0093896715,0.2830188679245283,2110
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,BestFirstBackward,None,None,1350,212,0,0,0.8642766,1.0,0.48820755,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,BestFirstBackward,None,Learning,1350,212,0,0,0.8642766,1.0,0.48820755,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,BestFirstBackward,Undersampling,None,1350,212,0,0,0.8642766,1.0,0.48820755,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,BestFirstBackward,SMOTE,None,1350,212,0,0,0.8642766,1.0,0.48349056,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,None,Undersampling,None,184,1334,16,28,0.121212125,0.8679245,0.3700524,-0.033428088,0.21271676,0.2830188679245283,1614
Apache Storm,9,30.293264,22.327127,13.572343,NaiveBayes,None,SMOTE,None,1,0,1350,211,1.0,0.004716981,0.22422431,0.008125628,0.0093896715,0.2830188679245283,2110
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,None,None,None,208,1346,4,4,0.13384813,0.9811321,0.635131,-0.004336072,0.2355606,0.2783018867924528,1386
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,None,None,Learning,101,254,1096,111,0.28450704,0.4764151,0.65986025,0.22445431,0.35626101,0.30660377358490565,1364
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,BestFirstBackward,None,None,0,0,212,1350,NaN,0.0,0.5070755,0.0,NaN,0.2830188679245283,13500
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,BestFirstBackward,None,Learning,1350,212,0,0,0.8642766,1.0,0.5070755,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,BestFirstBackward,Undersampling,None,0,7,205,1350,0.0,0.0,0.48349056,-0.0089968555,0.0,0.2830188679245283,13507
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,BestFirstBackward,SMOTE,None,1350,207,5,0,0.867052,1.0,0.5070755,0.04007909,0.9287926,0.2830188679245283,207
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,None,Undersampling,None,156,1066,284,56,0.12765957,0.7358491,0.5716055,-0.017879171,0.21757323,0.29245283018867924,1626
Apache Storm,9,30.293264,22.327127,13.572343,RandomForest,None,SMOTE,None,164,546,804,48,0.23098591,0.7735849,0.69272184,0.18548991,0.3557484,0.33962264150943394,1026
Apache Storm,9,30.293264,22.327127,13.572343,IBk,None,None,None,206,1341,9,6,0.13316096,0.9716981,0.6719427,-0.0059207412,0.23422399,0.2830188679245283,1401
Apache Storm,9,30.293264,22.327127,13.572343,IBk,None,None,Learning,118,279,1071,94,0.29722923,0.5566038,0.6740793,0.25583896,0.38752052,0.28773584905660377,1219
Apache Storm,9,30.293264,22.327127,13.572343,IBk,BestFirstBackward,None,None,0,0,212,1350,NaN,0.0,0.5070755,0.0,NaN,0.2830188679245283,13500
Apache Storm,9,30.293264,22.327127,13.572343,IBk,BestFirstBackward,None,Learning,1350,207,5,0,0.867052,1.0,0.5070755,0.04007909,0.9287926,0.2830188679245283,207
Apache Storm,9,30.293264,22.327127,13.572343,IBk,BestFirstBackward,Undersampling,None,0,7,205,1350,0.0,0.0,0.48349056,-0.0089968555,0.0,0.2830188679245283,13507
Apache Storm,9,30.293264,22.327127,13.572343,IBk,BestFirstBackward,SMOTE,None,1350,212,0,0,0.8642766,1.0,0.49292454,0.0,0.9271978,0.2830188679245283,212
Apache Storm,9,30.293264,22.327127,13.572343,IBk,None,Undersampling,None,142,945,405,70,0.13063477,0.6698113,0.57421905,-0.011019354,0.21862972,0.2830188679245283,1645
Apache Storm,9,30.293264,22.327127,13.572343,IBk,None,SMOTE,None,162,537,813,50,0.23175965,0.7641509,0.70413524,0.18614493,0.35565314,0.3443396226415094,1037
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,None,None,None,4,0,1347,314,1.0,0.012578616,0.07473048,0.020195432,0.024844721,0.11006289308176101,3140
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,None,None,Learning,2,0,1347,316,1.0,0.006289308,0.07473048,0.010136813,0.0125,0.11006289308176101,3160
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,BestFirstBackward,None,None,1347,318,0,0,0.809009,1.0,0.12722659,0.0,0.8944223,0.39308176100628933,318
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,BestFirstBackward,None,Learning,1347,318,0,0,0.809009,1.0,0.12722659,0.0,0.8944223,0.37735849056603776,318
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,BestFirstBackward,Undersampling,None,1347,318,0,0,0.809009,1.0,0.13179299,0.0,0.8944223,0.3836477987421384,318
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,BestFirstBackward,SMOTE,None,1347,318,0,0,0.809009,1.0,0.124271035,0.0,0.8944223,0.3742138364779874,318
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,None,Undersampling,None,268,1337,10,50,0.1669782,0.8427673,0.092475474,-0.05884416,0.27873114,0.3553459119496855,1837
Apache Storm,10,36.585564,18.487118,19.099098,NaiveBayes,None,SMOTE,None,3,0,1347,315,1.0,0.009433962,0.08228745,0.01517584,0.018691588,0.025157232704402517,3150
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,None,None,None,120,1346,1,198,0.08185539,0.3773585,0.22089736,-0.26142305,0.13452914,0.17295597484276728,3326
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,None,None,Learning,89,477,870,229,0.15724382,0.2798742,0.26949126,-0.057205606,0.20135747,0.20125786163522014,2767
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,BestFirstBackward,None,None,0,127,191,1347,0.0,0.0,0.20238079,-0.16199164,0.0,0.5786163522012578,13597
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,BestFirstBackward,None,Learning,1304,268,50,43,0.82951653,0.9680772,0.26853058,0.17171732,0.89345664,0.449685534591195,698
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,BestFirstBackward,Undersampling,None,1,199,119,1346,0.005,7.423905E-4,0.22791855,-0.26287767,0.0012928249,0.4937106918238994,13659
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,BestFirstBackward,SMOTE,None,1304,236,82,43,0.84675324,0.9680772,0.36285853,0.29412168,0.9033599,0.36792452830188677,666
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,None,Undersampling,None,86,1182,165,232,0.06782334,0.27044025,0.19000177,-0.28353292,0.10844893,0.1289308176100629,3502
Apache Storm,10,36.585564,18.487118,19.099098,RandomForest,None,SMOTE,None,95,529,818,223,0.15224358,0.29874215,0.28557405,-0.0687234,0.20169851,0.18867924528301888,2759
Apache Storm,10,36.585564,18.487118,19.099098,IBk,None,None,None,188,1344,3,130,0.122715406,0.591195,0.4687881,-0.16539833,0.20324324,0.24842767295597484,2644
Apache Storm,10,36.585564,18.487118,19.099098,IBk,None,None,Learning,172,482,865,146,0.26299694,0.5408805,0.46896318,0.13041526,0.35390946,0.31446540880503143,1942
Apache Storm,10,36.585564,18.487118,19.099098,IBk,BestFirstBackward,None,None,0,167,151,1347,0.0,0.0,0.25396758,-0.21724631,0.0,0.5880503144654088,13637
Apache Storm,10,36.585564,18.487118,19.099098,IBk,BestFirstBackward,None,Learning,1304,276,42,43,0.8253164,0.9680772,0.25396758,0.13907462,0.8910147,0.46226415094339623,706
Apache Storm,10,36.585564,18.487118,19.099098,IBk,BestFirstBackward,Undersampling,None,1,220,98,1346,0.004524887,7.423905E-4,0.1882637,-0.29376793,0.0012755102,0.5534591194968553,13680
Apache Storm,10,36.585564,18.487118,19.099098,IBk,BestFirstBackward,SMOTE,None,1304,266,52,43,0.83057326,0.9680772,0.27454206,0.17974411,0.89406925,0.4308176100628931,696
Apache Storm,10,36.585564,18.487118,19.099098,IBk,None,Undersampling,None,116,1154,193,202,0.09133858,0.36477986,0.3140452,-0.22950499,0.14609572,0.16666666666666666,3174
Apache Storm,10,36.585564,18.487118,19.099098,IBk,None,SMOTE,None,101,535,812,217,0.15880503,0.31761006,0.2849332,-0.057576817,0.21174005,0.18238993710691823,2705
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,None,None,None,6,0,1338,351,1.0,0.016806724,0.20370825,0.02627819,0.03305785,0.2801120448179272,3510
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,None,None,Learning,4,0,1338,353,1.0,0.011204482,0.20370825,0.017575229,0.022160664,0.2661064425770308,3530
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,BestFirstBackward,None,None,1338,357,0,0,0.78938055,1.0,0.25887755,0.0,0.8822948,0.41456582633053224,357
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,BestFirstBackward,None,Learning,1338,357,0,0,0.78938055,1.0,0.25887755,0.0,0.8822948,0.41456582633053224,357
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,BestFirstBackward,Undersampling,None,1338,357,0,0,0.78938055,1.0,0.2614965,0.0,0.8822948,0.41456582633053224,357
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,BestFirstBackward,SMOTE,None,1338,357,0,0,0.78938055,1.0,0.25609526,0.0,0.8822948,0.4117647058823529,357
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,None,Undersampling,None,4,0,1338,353,1.0,0.011204482,0.21599297,0.017575229,0.022160664,0.04481792717086835,3530
Apache Storm,11,43.29278,16.627895,21.061947,NaiveBayes,None,SMOTE,None,4,0,1338,353,1.0,0.011204482,0.19247027,0.017575229,0.022160664,0.25770308123249297,3530
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,None,None,None,270,1336,2,87,0.16811955,0.75630254,0.2825489,-0.10611019,0.27508914,0.32492997198879553,2206
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,None,None,Learning,154,562,776,203,0.2150838,0.43137255,0.43006516,0.0082875015,0.28704566,0.35014005602240894,2592
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,BestFirstBackward,None,None,0,46,311,1338,0.0,0.0,0.44212273,-0.0553792,0.0,0.43977591036414565,13426
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,BestFirstBackward,None,Learning,1336,283,74,2,0.82520074,0.99850523,0.6045228,0.28925171,0.9036185,0.36134453781512604,303
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,BestFirstBackward,Undersampling,None,1,121,236,1337,0.008196721,7.4738415E-4,0.3359565,-0.15039465,0.001369863,0.4481792717086835,13491
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,BestFirstBackward,SMOTE,None,1335,184,173,3,0.8788677,0.99775785,0.73803663,0.59247005,0.9345467,0.2857142857142857,214
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,None,Undersampling,None,169,1154,184,188,0.12773998,0.47338936,0.3099666,-0.19533174,0.20119047,0.29971988795518206,3034
Apache Storm,11,43.29278,16.627895,21.061947,RandomForest,None,SMOTE,None,131,471,867,226,0.21760798,0.3669468,0.46445635,0.011927971,0.27320126,0.3389355742296919,2731
Apache Storm,11,43.29278,16.627895,21.061947,IBk,None,None,None,240,1333,5,117,0.1525747,0.6722689,0.43001282,-0.14408247,0.24870466,0.32492997198879553,2503
Apache Storm,11,43.29278,16.627895,21.061947,IBk,None,None,Learning,166,582,756,191,0.22192514,0.464986,0.4304535,0.021411559,0.3004525,0.3333333333333333,2492
Apache Storm,11,43.29278,16.627895,21.061947,IBk,BestFirstBackward,None,None,0,125,232,1338,0.0,0.0,0.36940876,-0.15592334,0.0,0.45098039215686275,13505
Apache Storm,11,43.29278,16.627895,21.061947,IBk,BestFirstBackward,None,Learning,1336,316,41,2,0.8087167,0.99850523,0.36940876,0.16729234,0.89364547,0.4257703081232493,336
Apache Storm,11,43.29278,16.627895,21.061947,IBk,BestFirstBackward,Undersampling,None,1,146,211,1337,0.006802721,7.4738415E-4,0.33592093,-0.18363303,0.0013468013,0.45938375350140054,13516
Apache Storm,11,43.29278,16.627895,21.061947,IBk,BestFirstBackward,SMOTE,None,1335,309,48,3,0.8120438,0.99775785,0.38858116,0.19279061,0.8953722,0.4005602240896359,339
Apache Storm,11,43.29278,16.627895,21.061947,IBk,None,Undersampling,None,176,1143,195,181,0.13343441,0.4929972,0.35737944,-0.18173575,0.21002387,0.2857142857142857,2953
Apache Storm,11,43.29278,16.627895,21.061947,IBk,None,SMOTE,None,120,471,867,237,0.20304568,0.33613446,0.34469274,-0.012806295,0.25316456,0.27170868347338933,2841
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,None,None,None,9,1,1334,356,0.9,0.024657534,0.26958492,0.03697239,0.048,0.38904109589041097,3561
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,None,None,Learning,6,0,1335,359,1.0,0.016438356,0.26958492,0.02557798,0.03234501,0.3863013698630137,3590
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,BestFirstBackward,None,None,0,0,365,1335,NaN,0.0,0.32314914,0.0,NaN,0.4246575342465753,13350
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,BestFirstBackward,None,Learning,1335,365,0,0,0.7852941,1.0,0.32314914,0.0,0.8797364,0.42191780821917807,365
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,BestFirstBackward,Undersampling,None,1335,365,0,0,0.7852941,1.0,0.32314914,0.0,0.8797364,0.42191780821917807,365
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,BestFirstBackward,SMOTE,None,1335,365,0,0,0.7852941,1.0,0.32491612,0.0,0.8797364,0.4191780821917808,365
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,None,Undersampling,None,340,1332,3,25,0.20334928,0.9315069,0.34044227,-0.028791351,0.33382425,0.4191780821917808,1582
Apache Storm,12,50.12085,14.539463,21.470589,NaiveBayes,None,SMOTE,None,5,0,1335,360,1.0,0.01369863,0.26342824,0.021348044,0.027027028,0.3561643835616438,3600
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,None,None,None,351,1334,1,14,0.2083086,0.9616438,0.37755683,-0.016253132,0.34243903,0.3917808219178082,1474
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,None,None,Learning,251,888,447,114,0.22036874,0.68767124,0.54835665,0.012710612,0.3337766,0.3863013698630137,2028
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,BestFirstBackward,None,None,0,0,365,1335,NaN,0.0,0.3213709,0.0,NaN,0.4794520547945205,13350
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,BestFirstBackward,None,Learning,4,130,235,1331,0.029850746,0.0029962547,0.32190448,-0.16086785,0.0054458817,0.4520547945205479,13440
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,BestFirstBackward,Undersampling,None,8,131,234,1327,0.05755396,0.0059925094,0.32058284,-0.16111624,0.010854817,0.473972602739726,13401
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,BestFirstBackward,SMOTE,None,1320,234,131,15,0.84942085,0.98876405,0.6725822,0.44457567,0.913811,0.3506849315068493,384
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,None,Undersampling,None,221,1186,149,144,0.15707178,0.6054795,0.4147853,-0.13887644,0.24943566,0.39452054794520547,2626
Apache Storm,12,50.12085,14.539463,21.470589,RandomForest,None,SMOTE,None,211,470,865,154,0.30983847,0.5780822,0.60669845,0.1719422,0.4034417,0.3863013698630137,2010
Apache Storm,12,50.12085,14.539463,21.470589,IBk,None,None,None,259,1331,4,106,0.16289309,0.70958906,0.43436766,-0.12950805,0.26496163,0.3150684931506849,2391
Apache Storm,12,50.12085,14.539463,21.470589,IBk,None,None,Learning,199,893,442,166,0.18223444,0.5452055,0.43436253,-0.071773015,0.27316403,0.31232876712328766,2553
Apache Storm,12,50.12085,14.539463,21.470589,IBk,BestFirstBackward,None,None,0,0,365,1335,NaN,0.0,0.672573,0.0,NaN,0.30684931506849317,13350
Apache Storm,12,50.12085,14.539463,21.470589,IBk,BestFirstBackward,None,Learning,2,0,365,1333,1.0,0.0014981274,0.672573,6.4386387E-4,0.0029917727,0.30684931506849317,13330
Apache Storm,12,50.12085,14.539463,21.470589,IBk,BestFirstBackward,Undersampling,None,8,131,234,1327,0.05755396,0.0059925094,0.32058284,-0.16111624,0.010854817,0.473972602739726,13401
Apache Storm,12,50.12085,14.539463,21.470589,IBk,BestFirstBackward,SMOTE,None,1320,234,131,15,0.84942085,0.98876405,0.672573,0.44457567,0.913811,0.30684931506849317,384
Apache Storm,12,50.12085,14.539463,21.470589,IBk,None,Undersampling,None,255,1146,189,110,0.18201284,0.69863015,0.53776103,-0.07867257,0.28878823,0.4,2246
Apache Storm,12,50.12085,14.539463,21.470589,IBk,None,SMOTE,None,147,470,865,218,0.2382496,0.40273973,0.43125752,0.040517148,0.299389,0.29041095890410956,2650
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,None,None,None,27,1302,601,78,0.020316027,0.25714287,0.21185096,-0.06562805,0.037656903,0.23809523809523808,2082
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,None,None,Learning,0,8,1895,105,0.0,0.0,0.21185096,-0.0074592405,0.0,0.1619047619047619,1058
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,BestFirstBackward,None,None,0,0,105,1903,NaN,0.0,0.74812704,0.0,NaN,0.49523809523809526,19030
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,BestFirstBackward,None,Learning,1903,105,0,0,0.94770914,1.0,0.74812704,0.0,0.97315264,0.49523809523809526,105
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,BestFirstBackward,Undersampling,None,1903,105,0,0,0.94770914,1.0,0.74471134,0.0,0.97315264,0.49523809523809526,105
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,BestFirstBackward,SMOTE,None,1903,105,0,0,0.94770914,1.0,0.740002,0.0,0.97315264,0.49523809523809526,105
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,None,Undersampling,None,90,1854,49,15,0.046296295,0.85714287,0.22023872,-0.012627653,0.08784773,0.45714285714285713,2004
Apache Storm,13,56.969063,12.812898,5.2290835,NaiveBayes,None,SMOTE,None,0,9,1894,105,0.0,0.0,0.21722093,-0.008325185,0.0,0.14285714285714285,1059
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,None,None,None,61,1647,256,44,0.035714287,0.5809524,0.25899208,-0.034646586,0.06729178,0.37142857142857144,2087
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,None,None,Learning,29,1254,649,76,0.022603273,0.2761905,0.28513125,-0.060756873,0.041786745,0.4095238095238095,2014
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,BestFirstBackward,None,None,95,2,103,1808,0.97938144,0.049921177,0.31029952,0.0033832234,0.095,0.6,18082
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,BestFirstBackward,None,Learning,587,80,25,1316,0.88005996,0.30846033,0.3104697,-0.06911247,0.45680934,0.5333333333333333,13240
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,BestFirstBackward,Undersampling,None,586,80,25,1317,0.8798799,0.30793485,0.2596652,-0.06914515,0.45620865,0.5523809523809524,13250
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,BestFirstBackward,SMOTE,None,1857,105,0,46,0.9464832,0.97582763,0.7151815,-0.032907736,0.9609314,0.5047619047619047,565
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,None,Undersampling,None,23,1228,675,82,0.018385291,0.21904762,0.2552486,-0.06924083,0.033923306,0.3047619047619048,2048
Apache Storm,13,56.969063,12.812898,5.2290835,RandomForest,None,SMOTE,None,18,485,1418,87,0.035785288,0.17142858,0.42250833,-0.029896865,0.059210528,0.38095238095238093,1355
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,None,None,None,35,1443,460,70,0.02368065,0.33333334,0.32351175,-0.05920613,0.044219837,0.18095238095238095,2143
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,None,None,Learning,32,1145,758,73,0.027187765,0.30476192,0.323777,-0.050989952,0.049921997,0.21904761904761905,1875
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,BestFirstBackward,None,None,95,2,103,1808,0.97938144,0.049921177,0.3104697,0.0033832234,0.095,0.5904761904761905,18082
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,BestFirstBackward,None,Learning,587,80,25,1316,0.88005996,0.30846033,0.3104697,-0.06911247,0.45680934,0.5333333333333333,13240
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,BestFirstBackward,Undersampling,None,586,80,25,1317,0.8798799,0.30793485,0.25788105,-0.06914515,0.45620865,0.5523809523809524,13250
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,BestFirstBackward,SMOTE,None,1857,105,0,46,0.9464832,0.97582763,0.7152166,-0.032907736,0.9609314,0.5047619047619047,565
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,None,Undersampling,None,22,1202,701,83,0.017973857,0.20952381,0.28263393,-0.069948815,0.0331076,0.19047619047619047,2032
Apache Storm,13,56.969063,12.812898,5.2290835,IBk,None,SMOTE,None,17,464,1439,88,0.035343036,0.16190477,0.31411555,-0.030434757,0.058020476,0.1619047619047619,1344
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,None,None,None,80,1954,5,0,0.039331365,1.0,0.39745086,2.0075252E-4,0.0756859,0.55,1954
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,None,None,Learning,80,1952,7,0,0.03937008,1.0,0.39745086,2.8131882E-4,0.07575758,0.55,1952
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,BestFirstBackward,None,None,16,1,79,1943,0.9411765,0.008167433,0.47623467,-3.4271658E-4,0.016194332,0.55,19431
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,BestFirstBackward,None,Learning,73,2,78,1886,0.97333336,0.03726391,0.47623467,9.975409E-4,0.07177974,0.55,18862
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,BestFirstBackward,Undersampling,None,123,4,76,1836,0.96850395,0.06278714,0.49408498,0.0010671585,0.11792905,0.3875,18364
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,BestFirstBackward,SMOTE,None,250,18,62,1709,0.9328358,0.12761614,0.46124616,-0.0087440545,0.22451729,0.55,17108
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,None,Undersampling,None,79,1937,22,1,0.039186507,0.9875,0.41767484,-1.007293E-4,0.07538168,0.55,1947
Apache Storm,14,65.05801,20.489164,3.923492,NaiveBayes,None,SMOTE,None,79,1951,8,1,0.038916256,0.9875,0.39773163,-6.6323235E-4,0.07488152,0.55,1961
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,None,None,None,69,1863,96,11,0.035714287,0.8625,0.37052387,-0.007312274,0.06858847,0.5125,1973
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,None,None,Learning,25,874,1085,55,0.027808676,0.3125,0.4144557,-0.022614626,0.051072523,0.475,1424
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,BestFirstBackward,None,None,99,16,64,1860,0.8608696,0.050535988,0.37325165,-0.012399174,0.095467694,0.5625,18616
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,BestFirstBackward,None,Learning,1086,54,26,873,0.9526316,0.55436444,0.40704122,-0.020413088,0.7008712,0.5375,8784
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,BestFirstBackward,Undersampling,None,350,30,50,1609,0.92105263,0.17866258,0.38014293,-0.018760016,0.2992732,0.55,16120
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,BestFirstBackward,SMOTE,None,1502,60,20,457,0.9615877,0.76671773,0.4301557,0.004946182,0.8531667,0.4875,4630
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,None,Undersampling,None,49,1603,356,31,0.029661017,0.6125,0.3749968,-0.019740893,0.056581985,0.5125,1913
Apache Storm,14,65.05801,20.489164,3.923492,RandomForest,None,SMOTE,None,22,498,1461,58,0.042307694,0.275,0.4870342,0.0057147867,0.07333333,0.5125,1078
Apache Storm,14,65.05801,20.489164,3.923492,IBk,None,None,None,67,1852,107,13,0.034914017,0.8375,0.46842778,-0.008971798,0.067033514,0.4875,1982
Apache Storm,14,65.05801,20.489164,3.923492,IBk,None,None,Learning,33,909,1050,47,0.035031848,0.4125,0.46822676,-0.008352223,0.064579256,0.4875,1379
Apache Storm,14,65.05801,20.489164,3.923492,IBk,BestFirstBackward,None,None,113,13,67,1846,0.8968254,0.05768249,0.4705813,-0.008743238,0.10839328,0.475,18473
Apache Storm,14,65.05801,20.489164,3.923492,IBk,BestFirstBackward,None,Learning,1056,47,33,903,0.95738894,0.5390505,0.47071847,-0.007901704,0.68974525,0.4625,9077
Apache Storm,14,65.05801,20.489164,3.923492,IBk,BestFirstBackward,Undersampling,None,359,25,55,1600,0.9348958,0.18325676,0.44945765,-0.012377535,0.30644473,0.5,16025
Apache Storm,14,65.05801,20.489164,3.923492,IBk,BestFirstBackward,SMOTE,None,1483,62,18,476,0.9598706,0.75701886,0.40207696,-0.005164265,0.8464612,0.475,4822
Apache Storm,14,65.05801,20.489164,3.923492,IBk,None,Undersampling,None,51,1595,364,29,0.030984204,0.6375,0.40755168,-0.017009454,0.059096176,0.45,1885
Apache Storm,14,65.05801,20.489164,3.923492,IBk,None,SMOTE,None,26,510,1449,54,0.048507463,0.325,0.4666188,0.017319169,0.084415585,0.475,1050
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,None,None,None,70,2093,23,6,0.03236246,0.92105263,0.24203126,-0.0047817132,0.06252792,0.3026315789473684,2153
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,None,None,Learning,69,2090,26,7,0.03195924,0.90789473,0.24203126,-0.0056163357,0.061744966,0.3026315789473684,2160
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,BestFirstBackward,None,None,11,1,75,2105,0.9166667,0.0051984875,0.32471582,-5.548581E-4,0.010338346,0.3026315789473684,21051
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,BestFirstBackward,None,Learning,61,7,69,2055,0.89705884,0.028827976,0.32471582,-0.004523117,0.055860806,0.3026315789473684,20557
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,BestFirstBackward,Undersampling,None,93,11,65,2023,0.8942308,0.043950852,0.3568457,-0.0073238094,0.08378378,0.2236842105263158,20241
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,BestFirstBackward,SMOTE,None,2058,72,4,58,0.9661972,0.9725898,0.3469151,0.027679205,0.96938294,0.3026315789473684,652
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,None,Undersampling,None,70,2074,42,6,0.032649253,0.92105263,0.24056064,-0.0041864594,0.06306306,0.3026315789473684,2134
Apache Storm,15,73.271835,18.53318,3.4671533,NaiveBayes,None,SMOTE,None,69,2075,41,7,0.032182835,0.90789473,0.26015136,-0.0051520234,0.06216216,0.3026315789473684,2145
