Dataset,#TrainingReleases,%TrainingData,%DefectiveTraining,%DefectiveTesting,Classifier,FeatureSelection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,NPofB20
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstForward,Undersampling,Threshold,1,85,351,2,0.011627907,0.33333334,0.5691896,0.009389184,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstForward,Undersampling,Learning,2,264,172,1,0.007518797,0.6666667,0.48279816,0.0013734495,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstForward,SMOTE,None,2,211,225,1,0.0093896715,0.6666667,0.75688076,0.0051097856,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstForward,SMOTE,Threshold,2,77,359,1,0.025316456,0.6666667,0.7450306,0.036088277,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstForward,SMOTE,Learning,1,71,365,2,0.013888889,0.33333334,0.71865445,0.013726033,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,None,None,2,197,239,1,0.010050251,0.6666667,0.71330273,0.0064240317,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,None,Threshold,1,65,371,2,0.015151516,0.33333334,0.59212536,0.016123097,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,None,Learning,1,60,376,2,0.016393442,0.33333334,0.7236239,0.018463757,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Oversampling,None,3,215,221,0,0.013761468,1.0,0.7591743,0.013854207,100.0
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Oversampling,Threshold,2,124,312,1,0.015873017,0.6666667,0.6911315,0.017897092,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Oversampling,Learning,1,139,297,2,0.007142857,0.33333334,0.68157494,6.135267E-4,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Undersampling,None,2,221,215,1,0.00896861,0.6666667,0.70527524,0.00427071,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Undersampling,Threshold,1,85,351,2,0.011627907,0.33333334,0.5691896,0.009389184,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,Undersampling,Learning,2,264,172,1,0.007518797,0.6666667,0.48279816,0.0013734495,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,SMOTE,None,2,211,225,1,0.0093896715,0.6666667,0.75688076,0.0051097856,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,SMOTE,Threshold,2,77,359,1,0.025316456,0.6666667,0.7450306,0.036088277,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,RandomForest,BestFirstBackward,SMOTE,Learning,1,71,365,2,0.013888889,0.33333334,0.71865445,0.013726033,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,None,None,0,173,263,3,0.0,0.0,0.37041286,-0.013617401,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,None,Threshold,0,168,268,3,0.0,0.0,0.30733946,-0.013610402,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,None,Learning,0,168,268,3,0.0,0.0,0.37041286,-0.013610402,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Oversampling,None,1,202,234,2,0.0049261083,0.33333334,0.50152904,-0.0038109757,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Oversampling,Threshold,1,201,235,2,0.004950495,0.33333334,0.43616208,-0.0037619814,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Oversampling,Learning,0,109,327,3,0.0,0.0,0.4315749,-0.013480645,0.0
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Undersampling,None,2,204,232,1,0.009708738,0.6666667,0.6272936,0.0057449043,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Undersampling,Threshold,2,199,237,1,0.0099502485,0.6666667,0.6051223,0.0062252404,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,Undersampling,Learning,2,216,220,1,0.0091743115,0.6666667,0.57912844,0.004680758,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,SMOTE,None,1,185,251,2,0.005376344,0.33333334,0.5022936,-0.0029075805,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,SMOTE,Threshold,1,180,256,2,0.005524862,0.33333334,0.46024466,-0.0026101142,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,None,SMOTE,Learning,2,126,310,1,0.015625,0.6666667,0.7603211,0.017412454,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,None,None,2,201,235,1,0.009852217,0.6666667,0.6368502,0.0060303085,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,None,Threshold,2,189,247,1,0.010471204,0.6666667,0.6165902,0.0072601764,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,None,Learning,2,189,247,1,0.010471204,0.6666667,0.6368502,0.0072601764,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Oversampling,None,2,207,229,1,0.009569378,0.6666667,0.47133029,0.005467576,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Oversampling,Threshold,2,200,236,1,0.00990099,0.6666667,0.60397553,0.0061272993,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Oversampling,Learning,2,131,305,1,0.015037594,0.6666667,0.5416667,0.016263198,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Undersampling,None,2,218,218,1,0.009090909,0.6666667,0.6158257,0.0045145326,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Undersampling,Threshold,2,209,227,1,0.009478673,0.6666667,0.59365445,0.0052870093,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,Undersampling,Learning,2,256,180,1,0.007751938,0.6666667,0.5401376,0.0018402032,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,SMOTE,None,2,203,233,1,0.009756098,0.6666667,0.6345566,0.0058391243,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,SMOTE,Threshold,2,191,245,1,0.010362694,0.6666667,0.6142966,0.0070447423,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstForward,SMOTE,Learning,1,91,345,2,0.010869565,0.33333334,0.7335627,0.007921658,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,None,None,2,201,235,1,0.009852217,0.6666667,0.6368502,0.0060303085,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,None,Threshold,2,189,247,1,0.010471204,0.6666667,0.6165902,0.0072601764,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,None,Learning,2,189,247,1,0.010471204,0.6666667,0.6368502,0.0072601764,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Oversampling,None,2,207,229,1,0.009569378,0.6666667,0.47133029,0.005467576,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Oversampling,Threshold,2,200,236,1,0.00990099,0.6666667,0.60397553,0.0061272993,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Oversampling,Learning,2,131,305,1,0.015037594,0.6666667,0.5416667,0.016263198,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Undersampling,None,2,218,218,1,0.009090909,0.6666667,0.6158257,0.0045145326,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Undersampling,Threshold,2,209,227,1,0.009478673,0.6666667,0.59365445,0.0052870093,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,Undersampling,Learning,2,256,180,1,0.007751938,0.6666667,0.5401376,0.0018402032,33.333336
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,SMOTE,None,2,203,233,1,0.009756098,0.6666667,0.6345566,0.0058391243,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,SMOTE,Threshold,2,191,245,1,0.010362694,0.6666667,0.6142966,0.0070447423,66.66667
Bookkeeper,2,19.056005,41.58965,0.6833713,IBk,BestFirstBackward,SMOTE,Learning,1,91,345,2,0.010869565,0.33333334,0.7335627,0.007921658,33.333336
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,None,None,0,42,482,65,0.0,0.0,0.56177336,-0.0948526,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,None,Threshold,0,39,485,65,0.0,0.0,0.46278626,-0.090236,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,None,Learning,0,39,485,65,0.0,0.0,0.56177336,-0.090236,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Oversampling,None,1,48,476,64,0.020408163,0.015384615,0.5403993,-0.08542846,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Oversampling,Threshold,1,45,479,64,0.02173913,0.015384615,0.4647534,-0.08084311,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Oversampling,Learning,2,118,406,63,0.016666668,0.03076923,0.5765414,-0.14185187,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Undersampling,None,1,51,473,64,0.01923077,0.015384615,0.54785675,-0.08981063,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Undersampling,Threshold,1,44,480,64,0.022222223,0.015384615,0.46570757,-0.079267055,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,Undersampling,Learning,0,38,486,65,0.0,0.0,0.54116267,-0.088646434,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,SMOTE,None,0,81,443,65,0.0,0.0,0.5326336,-0.13953674,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,SMOTE,Threshold,0,59,465,65,0.0,0.0,0.44370228,-0.11733929,7.692308
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,None,SMOTE,Learning,0,81,443,65,0.0,0.0,0.48272166,-0.13953674,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,None,None,0,144,380,65,0.0,0.0,0.5598209,-0.17934299,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,None,Threshold,0,0,524,65,NaN,0.0,0.5,0.0,50.769234
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,None,Learning,0,0,524,65,NaN,0.0,0.5598209,0.0,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Oversampling,None,10,81,443,55,0.10989011,0.15384616,0.5698914,-6.245784E-4,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Oversampling,Threshold,5,22,502,60,0.18518518,0.07692308,0.51746917,0.046963178,7.692308
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Oversampling,Learning,12,163,361,53,0.068571426,0.18461539,0.6043306,-0.07262457,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Undersampling,None,12,43,481,53,0.21818182,0.18461539,0.5696418,0.1099638,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Undersampling,Threshold,8,26,498,57,0.23529412,0.12307692,0.5367293,0.0928541,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,Undersampling,Learning,17,60,464,48,0.22077923,0.26153848,0.59738696,0.1360352,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,SMOTE,None,65,522,2,0,0.11073254,1.0,0.5100264,8.449294E-4,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,SMOTE,Threshold,0,144,380,65,0.0,0.0,0.3625954,-0.17934299,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstForward,SMOTE,Learning,45,368,156,20,0.10895884,0.6923077,0.42504403,-0.0029843934,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,None,None,0,144,380,65,0.0,0.0,0.5598209,-0.17934299,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,None,Threshold,0,0,524,65,NaN,0.0,0.5,0.0,50.769234
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,None,Learning,0,0,524,65,NaN,0.0,0.5598209,0.0,0.0
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Oversampling,None,10,81,443,55,0.10989011,0.15384616,0.5698914,-6.245784E-4,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Oversampling,Threshold,5,22,502,60,0.18518518,0.07692308,0.51746917,0.046963178,7.692308
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Oversampling,Learning,12,163,361,53,0.068571426,0.18461539,0.6043306,-0.07262457,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Undersampling,None,12,43,481,53,0.21818182,0.18461539,0.5696418,0.1099638,1.5384616
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Undersampling,Threshold,8,26,498,57,0.23529412,0.12307692,0.5367293,0.0928541,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,Undersampling,Learning,17,60,464,48,0.22077923,0.26153848,0.59738696,0.1360352,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,SMOTE,None,65,522,2,0,0.11073254,1.0,0.5100264,8.449294E-4,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,SMOTE,Threshold,0,144,380,65,0.0,0.0,0.3625954,-0.17934299,3.0769231
Bookkeeper,3,34.519196,23.265306,11.035654,NaiveBayes,BestFirstBackward,SMOTE,Learning,45,368,156,20,0.10895884,0.6923077,0.42504403,-0.0029843934,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,None,None,10,101,423,55,0.09009009,0.15384616,0.53727245,-0.0296972,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,None,Threshold,0,2,522,65,0.0,0.0,0.4980916,-0.0066321455,50.769234
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,None,Learning,0,12,512,65,0.0,0.0,0.5499119,-0.03562213,6.1538463
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Oversampling,None,13,142,382,52,0.08387097,0.2,0.5433206,-0.044192635,18.461538
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Oversampling,Threshold,9,46,478,56,0.16363636,0.13846155,0.52533764,0.054336533,27.692308
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Oversampling,Learning,9,112,412,56,0.07438017,0.13846155,0.54480326,-0.054655526,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Undersampling,None,34,242,282,31,0.123188406,0.52307695,0.64264536,0.0252896,18.461538
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Undersampling,Threshold,20,42,482,45,0.32258064,0.30769232,0.6137698,0.23223409,30.769232
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,Undersampling,Learning,27,203,321,38,0.1173913,0.41538462,0.56199354,0.013249452,18.461538
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,SMOTE,None,13,139,385,52,0.08552632,0.2,0.5250881,-0.041146476,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,SMOTE,Threshold,3,29,495,62,0.09375,0.046153847,0.49540517,-0.011817341,50.769234
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,None,SMOTE,Learning,8,51,473,57,0.13559322,0.12307692,0.589357,0.026833521,21.538462
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,None,None,13,135,389,52,0.08783784,0.2,0.54330593,-0.03696207,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,None,Threshold,0,24,500,65,0.0,0.0,0.47709924,-0.06328472,27.692308
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,None,Learning,0,17,507,65,0.0,0.0,0.5172196,-0.047951743,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Oversampling,None,17,182,342,48,0.085427135,0.26153848,0.5594245,-0.04508355,16.923077
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Oversampling,Threshold,8,83,441,57,0.08791209,0.12307692,0.48233998,-0.030054713,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Oversampling,Learning,20,124,400,45,0.1388889,0.30769232,0.61250734,0.04636859,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Undersampling,None,37,258,266,28,0.12542373,0.5692308,0.57608634,0.030145662,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Undersampling,Threshold,13,116,408,52,0.1007752,0.2,0.48931298,-0.014933946,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,Undersampling,Learning,56,277,247,9,0.16816817,0.86153847,0.67834705,0.11865099,21.538462
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,SMOTE,None,23,217,307,42,0.09583333,0.35384616,0.5089108,-0.027660076,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,SMOTE,Threshold,7,136,388,58,0.04895105,0.10769231,0.42407516,-0.09953619,9.230769
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstForward,SMOTE,Learning,6,149,375,59,0.038709678,0.092307694,0.47613037,-0.11954674,7.692308
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,None,None,13,135,389,52,0.08783784,0.2,0.54330593,-0.03696207,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,None,Threshold,0,24,500,65,0.0,0.0,0.47709924,-0.06328472,27.692308
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,None,Learning,0,17,507,65,0.0,0.0,0.5172196,-0.047951743,4.6153846
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Oversampling,None,17,182,342,48,0.085427135,0.26153848,0.5594245,-0.04508355,16.923077
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Oversampling,Threshold,8,83,441,57,0.08791209,0.12307692,0.48233998,-0.030054713,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Oversampling,Learning,20,124,400,45,0.1388889,0.30769232,0.61250734,0.04636859,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Undersampling,None,37,258,266,28,0.12542373,0.5692308,0.57608634,0.030145662,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Undersampling,Threshold,13,116,408,52,0.1007752,0.2,0.48931298,-0.014933946,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,Undersampling,Learning,56,277,247,9,0.16816817,0.86153847,0.67834705,0.11865099,21.538462
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,SMOTE,None,23,217,307,42,0.09583333,0.35384616,0.5089108,-0.027660076,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,SMOTE,Threshold,7,136,388,58,0.04895105,0.10769231,0.42407516,-0.09953619,9.230769
Bookkeeper,3,34.519196,23.265306,11.035654,RandomForest,BestFirstBackward,SMOTE,Learning,6,149,375,59,0.038709678,0.092307694,0.47613037,-0.11954674,7.692308
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,None,None,16,44,480,49,0.26666668,0.24615385,0.66551673,0.16783896,27.692308
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,None,Threshold,15,37,487,50,0.28846154,0.23076923,0.58007926,0.17553456,40.0
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,None,Learning,15,37,487,50,0.28846154,0.23076923,0.6655461,0.17553456,27.692308
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Oversampling,None,19,75,449,46,0.20212767,0.2923077,0.6824134,0.12479277,32.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Oversampling,Threshold,19,59,465,46,0.24358974,0.2923077,0.58985615,0.16523817,38.46154
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Oversampling,Learning,14,70,454,51,0.16666667,0.21538462,0.5651938,0.07251337,16.923077
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Undersampling,None,39,150,374,26,0.20634921,0.6,0.677525,0.17092678,35.384617
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Undersampling,Threshold,37,129,395,28,0.22289157,0.5692308,0.66152376,0.1922274,35.384617
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,Undersampling,Learning,18,142,382,47,0.1125,0.2769231,0.48341164,0.0036160215,16.923077
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,SMOTE,None,16,210,314,49,0.07079646,0.24615385,0.51783615,-0.07415909,13.846154
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,SMOTE,Threshold,16,207,317,49,0.07174888,0.24615385,0.42555785,-0.07211217,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,None,SMOTE,Learning,11,43,481,54,0.2037037,0.16923077,0.5299325,0.09414787,20.0
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,None,None,14,82,442,51,0.14583333,0.21538462,0.62416327,0.048719473,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,None,Threshold,13,75,449,52,0.14772727,0.2,0.5284351,0.049239296,20.0
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,None,Learning,13,75,449,52,0.14772727,0.2,0.6241926,0.049239296,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Oversampling,None,17,119,405,48,0.125,0.26153848,0.5654874,0.02329484,26.153847
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Oversampling,Threshold,16,102,422,49,0.13559322,0.24615385,0.52574867,0.037946068,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Oversampling,Learning,21,211,313,44,0.09051724,0.32307693,0.49906048,-0.037451737,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Undersampling,None,38,196,328,27,0.16239317,0.5846154,0.6266148,0.09845495,32.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Undersampling,Threshold,36,175,349,29,0.17061612,0.5538462,0.6099383,0.11083813,32.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,Undersampling,Learning,43,254,270,22,0.14478114,0.6615385,0.6289049,0.06897736,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,SMOTE,None,22,231,293,43,0.08695652,0.33846155,0.5339841,-0.045164883,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,SMOTE,Threshold,22,228,296,43,0.088,0.33846155,0.4516735,-0.043022837,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstForward,SMOTE,Learning,7,181,343,58,0.03723404,0.10769231,0.49346742,-0.12999189,9.230769
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,None,None,14,82,442,51,0.14583333,0.21538462,0.62416327,0.048719473,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,None,Threshold,13,75,449,52,0.14772727,0.2,0.5284351,0.049239296,20.0
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,None,Learning,13,75,449,52,0.14772727,0.2,0.6241926,0.049239296,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Oversampling,None,17,119,405,48,0.125,0.26153848,0.5654874,0.02329484,26.153847
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Oversampling,Threshold,16,102,422,49,0.13559322,0.24615385,0.52574867,0.037946068,23.076923
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Oversampling,Learning,21,211,313,44,0.09051724,0.32307693,0.49906048,-0.037451737,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Undersampling,None,38,196,328,27,0.16239317,0.5846154,0.6266148,0.09845495,32.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Undersampling,Threshold,36,175,349,29,0.17061612,0.5538462,0.6099383,0.11083813,32.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,Undersampling,Learning,43,254,270,22,0.14478114,0.6615385,0.6289049,0.06897736,15.384616
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,SMOTE,None,22,231,293,43,0.08695652,0.33846155,0.5339841,-0.045164883,12.307693
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,SMOTE,Threshold,22,228,296,43,0.088,0.33846155,0.4516735,-0.043022837,10.769231
Bookkeeper,3,34.519196,23.265306,11.035654,IBk,BestFirstBackward,SMOTE,Learning,7,181,343,58,0.03723404,0.10769231,0.49346742,-0.12999189,9.230769
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,None,None,0,5,580,31,0.0,0.0,0.85271573,-0.014177262,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,None,Threshold,0,5,580,31,0.0,0.0,0.4957265,-0.014177262,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,None,Learning,0,5,580,31,0.0,0.0,0.85271573,-0.014177262,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Oversampling,None,0,6,579,31,0.0,0.0,0.8333609,-0.016592328,25.80645
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Oversampling,Threshold,0,5,580,31,0.0,0.0,0.4957265,-0.014177262,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Oversampling,Learning,30,567,18,1,0.050251257,0.9677419,0.75823,-1.5435893E-4,12.903225
