Dataset,#TrainingReleases,%TrainingData,%DefectiveTraining,%DefectiveTesting,Classifier,FeatureSelection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,NPofB20
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Undersampling,None,2,12,573,29,0.14285715,0.06451613,0.782327,0.059436914,19.354837
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Undersampling,Threshold,1,9,576,30,0.1,0.032258064,0.50843674,0.024841694,58.064514
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,Undersampling,Learning,3,22,563,28,0.12,0.09677419,0.7883926,0.06513689,19.354837
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,SMOTE,None,2,12,573,29,0.14285715,0.06451613,0.8364213,0.059436914,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,SMOTE,Threshold,0,6,579,31,0.0,0.0,0.4948718,-0.016592328,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,None,SMOTE,Learning,12,24,561,19,0.33333334,0.38709676,0.8620899,0.3215164,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,None,None,0,0,585,31,NaN,0.0,0.78444993,0.0,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,None,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,None,Learning,0,0,585,31,NaN,0.0,0.78444993,0.0,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Oversampling,None,27,563,22,4,0.04576271,0.87096775,0.63939893,-0.009585034,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Oversampling,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Oversampling,Learning,19,161,424,12,0.10555556,0.61290324,0.65232974,0.10308376,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Undersampling,None,9,43,542,22,0.17307693,0.29032257,0.6954508,0.16416165,16.129032
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Undersampling,Threshold,7,21,564,24,0.25,0.22580644,0.5949545,0.19902913,22.580645
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,Undersampling,Learning,10,49,536,21,0.16949153,0.32258064,0.79189414,0.1672782,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,SMOTE,None,31,583,2,0,0.0504886,1.0,0.6632754,3.4516162E-4,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,SMOTE,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstForward,SMOTE,Learning,10,76,509,21,0.11627907,0.32258064,0.5914254,0.10470483,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,None,None,0,0,585,31,NaN,0.0,0.78444993,0.0,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,None,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,None,Learning,0,0,585,31,NaN,0.0,0.78444993,0.0,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Oversampling,None,27,563,22,4,0.04576271,0.87096775,0.63939893,-0.009585034,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Oversampling,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Oversampling,Learning,19,161,424,12,0.10555556,0.61290324,0.65232974,0.10308376,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Undersampling,None,9,43,542,22,0.17307693,0.29032257,0.6954508,0.16416165,16.129032
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Undersampling,Threshold,7,21,564,24,0.25,0.22580644,0.5949545,0.19902913,22.580645
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,Undersampling,Learning,10,49,536,21,0.16949153,0.32258064,0.79189414,0.1672782,12.903225
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,SMOTE,None,31,583,2,0,0.0504886,1.0,0.6632754,3.4516162E-4,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,SMOTE,Threshold,0,0,585,31,NaN,0.0,0.5,0.0,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,NaiveBayes,BestFirstBackward,SMOTE,Learning,10,76,509,21,0.11627907,0.32258064,0.5914254,0.10470483,9.677419
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,None,None,16,54,531,15,0.22857143,0.516129,0.8435346,0.26560232,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,None,Threshold,0,5,580,31,0.0,0.0,0.4957265,-0.014177262,64.51613
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,None,Learning,0,0,585,31,NaN,0.0,0.84802866,0.0,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Oversampling,None,20,134,451,11,0.12987013,0.6451613,0.8030328,0.14454277,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Oversampling,Threshold,8,53,532,23,0.13114753,0.2580645,0.58373314,0.114842124,25.80645
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Oversampling,Learning,16,112,473,15,0.125,0.516129,0.77201545,0.13083282,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Undersampling,None,24,197,388,7,0.108597286,0.7741935,0.76992005,0.11210344,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Undersampling,Threshold,5,71,514,26,0.065789476,0.16129032,0.5199614,0.02366013,16.129032
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,Undersampling,Learning,26,262,323,5,0.090277776,0.83870965,0.73559415,0.079351574,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,SMOTE,None,16,108,477,15,0.12903225,0.516129,0.7881996,0.13696009,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,SMOTE,Threshold,7,45,540,24,0.13461539,0.22580644,0.5744417,0.11272545,54.83871
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,None,SMOTE,Learning,3,28,557,28,0.09677419,0.09677419,0.7377447,0.048910946,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,None,None,14,50,535,17,0.21875,0.4516129,0.85221946,0.24343745,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,None,Threshold,0,3,582,31,0.0,0.0,0.4974359,-0.008960401,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,None,Learning,0,0,585,31,NaN,0.0,0.85004133,0.0,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Oversampling,None,20,130,455,11,0.13333334,0.6451613,0.8026744,0.15010372,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Oversampling,Threshold,14,64,521,17,0.17948718,0.4516129,0.6711056,0.19920395,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Oversampling,Learning,13,88,497,18,0.12871288,0.41935483,0.7605459,0.12996669,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Undersampling,None,25,190,395,6,0.11627907,0.8064516,0.7881169,0.1264055,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Undersampling,Threshold,11,72,513,20,0.13253012,0.3548387,0.6158809,0.12916808,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,Undersampling,Learning,23,172,413,8,0.11794872,0.7419355,0.78844774,0.12779447,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,SMOTE,None,24,125,460,7,0.16107382,0.7741935,0.82247037,0.20001574,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,SMOTE,Threshold,13,65,520,18,0.16666667,0.41935483,0.6541219,0.17943121,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstForward,SMOTE,Learning,13,63,522,18,0.17105263,0.41935483,0.78337467,0.18470588,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,None,None,14,50,535,17,0.21875,0.4516129,0.85221946,0.24343745,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,None,Threshold,0,3,582,31,0.0,0.0,0.4974359,-0.008960401,67.741936
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,None,Learning,0,0,585,31,NaN,0.0,0.85004133,0.0,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Oversampling,None,20,130,455,11,0.13333334,0.6451613,0.8026744,0.15010372,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Oversampling,Threshold,14,64,521,17,0.17948718,0.4516129,0.6711056,0.19920395,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Oversampling,Learning,13,88,497,18,0.12871288,0.41935483,0.7605459,0.12996669,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Undersampling,None,25,190,395,6,0.11627907,0.8064516,0.7881169,0.1264055,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Undersampling,Threshold,11,72,513,20,0.13253012,0.3548387,0.6158809,0.12916808,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,Undersampling,Learning,23,172,413,8,0.11794872,0.7419355,0.78844774,0.12779447,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,SMOTE,None,24,125,460,7,0.16107382,0.7741935,0.82247037,0.20001574,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,SMOTE,Threshold,13,65,520,18,0.16666667,0.41935483,0.6541219,0.17943121,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,RandomForest,BestFirstBackward,SMOTE,Learning,13,63,522,18,0.17105263,0.41935483,0.78337467,0.18470588,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,None,None,15,64,521,16,0.18987341,0.48387095,0.8022333,0.21606058,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,None,Threshold,15,54,531,16,0.2173913,0.48387095,0.69578165,0.24775828,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,None,Learning,15,54,531,16,0.2173913,0.48387095,0.8022333,0.24775828,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Oversampling,None,19,130,455,12,0.12751678,0.61290324,0.7679349,0.13941087,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Oversampling,Threshold,19,100,485,12,0.15966387,0.61290324,0.72098154,0.18853943,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Oversampling,Learning,11,101,484,20,0.09821428,0.3548387,0.69159085,0.08143547,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Undersampling,None,20,208,377,11,0.0877193,0.6451613,0.7112214,0.07223812,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Undersampling,Threshold,20,169,416,11,0.105820104,0.6451613,0.6781362,0.104376346,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,Undersampling,Learning,27,300,285,4,0.08256881,0.87096775,0.6744417,0.064867616,32.258064
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,SMOTE,None,18,110,475,13,0.140625,0.58064514,0.7885029,0.15820816,38.709675
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,SMOTE,Threshold,18,102,483,13,0.15,0.58064514,0.7031431,0.17219782,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,None,SMOTE,Learning,4,32,553,27,0.11111111,0.12903225,0.7211194,0.069057375,35.48387
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,None,None,14,61,524,17,0.18666667,0.4516129,0.7948718,0.2077301,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,None,Threshold,14,51,534,17,0.21538462,0.4516129,0.6822167,0.23986499,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,None,Learning,14,51,534,17,0.21538462,0.4516129,0.7948718,0.23986499,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Oversampling,None,22,122,463,9,0.15277778,0.7096774,0.81447476,0.18383364,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Oversampling,Threshold,22,96,489,9,0.18644068,0.7096774,0.77278745,0.23426624,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Oversampling,Learning,16,84,501,15,0.16,0.516129,0.78684866,0.18137887,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Undersampling,None,25,208,377,6,0.10729614,0.8064516,0.7773918,0.11036726,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Undersampling,Threshold,25,169,416,6,0.12886597,0.8064516,0.7587814,0.14831084,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,Undersampling,Learning,21,161,424,10,0.115384616,0.67741936,0.66374415,0.12164371,29.032257
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,SMOTE,None,24,130,455,7,0.15584415,0.7741935,0.8347946,0.19174041,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,SMOTE,Threshold,24,120,465,7,0.16666667,0.7741935,0.78453267,0.20875475,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstForward,SMOTE,Learning,15,80,505,16,0.15789473,0.48387095,0.764654,0.1755291,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,None,None,14,61,524,17,0.18666667,0.4516129,0.7948718,0.2077301,41.935482
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,None,Threshold,14,51,534,17,0.21538462,0.4516129,0.6822167,0.23986499,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,None,Learning,14,51,534,17,0.21538462,0.4516129,0.7948718,0.23986499,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Oversampling,None,22,122,463,9,0.15277778,0.7096774,0.81447476,0.18383364,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Oversampling,Threshold,22,96,489,9,0.18644068,0.7096774,0.77278745,0.23426624,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Oversampling,Learning,16,84,501,15,0.16,0.516129,0.78684866,0.18137887,45.16129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Undersampling,None,25,208,377,6,0.10729614,0.8064516,0.7773918,0.11036726,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Undersampling,Threshold,25,169,416,6,0.12886597,0.8064516,0.7587814,0.14831084,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,Undersampling,Learning,21,161,424,10,0.115384616,0.67741936,0.66374415,0.12164371,29.032257
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,SMOTE,None,24,130,455,7,0.15584415,0.7741935,0.8347946,0.19174041,51.6129
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,SMOTE,Threshold,24,120,465,7,0.16666667,0.7741935,0.78453267,0.20875475,48.387096
Bookkeeper,4,55.265938,18.674314,5.0324674,IBk,BestFirstBackward,SMOTE,Learning,15,80,505,16,0.15789473,0.48387095,0.764654,0.1755291,41.935482
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,None,None,0,5,617,32,0.0,0.0,0.87909466,-0.013401457,46.875
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,None,Threshold,0,4,618,32,0.0,0.0,0.49678457,-0.010992786,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,None,Learning,0,4,618,32,0.0,0.0,0.87909466,-0.010992786,46.875
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Oversampling,None,1,7,615,31,0.125,0.03125,0.8814811,0.03103556,46.875
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Oversampling,Threshold,1,5,617,31,0.16666667,0.03125,0.5116057,0.03776361,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Oversampling,Learning,1,6,616,31,0.14285715,0.03125,0.8831391,0.034320377,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Undersampling,None,2,18,604,30,0.1,0.0625,0.8277231,0.040821314,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Undersampling,Threshold,2,15,607,30,0.11764706,0.0625,0.5191921,0.049357194,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,Undersampling,Learning,9,45,577,23,0.16666667,0.28125,0.8494272,0.1575358,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,SMOTE,None,4,22,600,28,0.15384616,0.125,0.88276225,0.09837873,53.125
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,SMOTE,Threshold,1,7,615,31,0.125,0.03125,0.50999796,0.03103556,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,None,SMOTE,Learning,1,6,616,31,0.14285715,0.03125,0.8813806,0.034320377,56.25
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,None,None,0,0,622,32,NaN,0.0,0.8320187,0.0,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,None,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,None,Learning,0,0,622,32,NaN,0.0,0.8320187,0.0,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Oversampling,None,14,57,565,18,0.1971831,0.4375,0.85517985,0.21917285,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Oversampling,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Oversampling,Learning,14,60,562,18,0.1891892,0.4375,0.7887359,0.21019384,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Undersampling,None,9,52,570,23,0.14754099,0.28125,0.74497586,0.13823394,9.375
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Undersampling,Threshold,5,29,593,27,0.14705883,0.15625,0.5548131,0.10647019,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,Undersampling,Learning,14,73,549,18,0.16091955,0.4375,0.8031551,0.17636801,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,SMOTE,None,32,620,2,0,0.049079753,1.0,0.76982015,3.1557563E-4,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,SMOTE,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstForward,SMOTE,Learning,12,54,568,20,0.18181819,0.375,0.765424,0.19162157,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,None,None,0,0,622,32,NaN,0.0,0.8320187,0.0,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,None,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,None,Learning,0,0,622,32,NaN,0.0,0.8320187,0.0,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Oversampling,None,14,57,565,18,0.1971831,0.4375,0.85517985,0.21917285,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Oversampling,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Oversampling,Learning,14,60,562,18,0.1891892,0.4375,0.7887359,0.21019384,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Undersampling,None,9,52,570,23,0.14754099,0.28125,0.74497586,0.13823394,9.375
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Undersampling,Threshold,5,29,593,27,0.14705883,0.15625,0.5548131,0.10647019,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,Undersampling,Learning,14,73,549,18,0.16091955,0.4375,0.8031551,0.17636801,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,SMOTE,None,32,620,2,0,0.049079753,1.0,0.76982015,3.1557563E-4,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,SMOTE,Threshold,0,0,622,32,NaN,0.0,0.5,0.0,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,NaiveBayes,BestFirstBackward,SMOTE,Learning,12,54,568,20,0.18181819,0.375,0.765424,0.19162157,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,None,None,2,12,610,30,0.14285715,0.0625,0.8213173,0.058928326,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,None,Threshold,0,2,620,32,0.0,0.0,0.49839228,-0.0057897596,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,None,Learning,0,0,622,32,NaN,0.0,0.83113945,0.0,59.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Oversampling,None,6,69,553,26,0.08,0.1875,0.76884043,0.046764247,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Oversampling,Threshold,1,28,594,31,0.03448276,0.03125,0.49311697,-0.014406646,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Oversampling,Learning,4,55,567,28,0.06779661,0.125,0.7870277,0.026122214,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Undersampling,None,21,152,470,11,0.12138728,0.65625,0.75236136,0.13330299,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Undersampling,Threshold,1,31,591,31,0.03125,0.03125,0.4907054,-0.018589228,9.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,Undersampling,Learning,22,207,415,10,0.09606987,0.6875,0.7607265,0.09049078,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,SMOTE,None,6,49,573,26,0.10909091,0.1875,0.8134797,0.08108209,46.875
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,SMOTE,Threshold,2,15,607,30,0.11764706,0.0625,0.5191921,0.049357194,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,None,SMOTE,Learning,4,14,608,28,0.22222222,0.125,0.7810239,0.12932675,56.25
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,None,None,2,14,608,30,0.125,0.0625,0.76092744,0.052423604,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,None,Threshold,0,2,620,32,0.0,0.0,0.49839228,-0.0057897596,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,None,Learning,0,0,622,32,NaN,0.0,0.74537784,0.0,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Oversampling,None,8,62,560,24,0.114285715,0.25,0.67378414,0.0961625,37.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Oversampling,Threshold,3,34,588,29,0.08108108,0.09375,0.5195438,0.036390852,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Oversampling,Learning,6,57,565,26,0.0952381,0.1875,0.6460259,0.06568212,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Undersampling,None,16,136,486,16,0.10526316,0.5,0.72286975,0.1012585,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Undersampling,Threshold,2,37,585,30,0.051282052,0.0625,0.5015072,0.0027311211,12.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,Undersampling,Learning,17,129,493,15,0.11643836,0.53125,0.7623091,0.12040946,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,SMOTE,None,19,76,546,13,0.2,0.59375,0.8409365,0.24386188,50.0
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,SMOTE,Threshold,3,21,601,29,0.125,0.09375,0.52999395,0.068057455,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstForward,SMOTE,Learning,4,35,587,28,0.102564104,0.125,0.7569584,0.06226956,56.25
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,None,None,2,14,608,30,0.125,0.0625,0.76092744,0.052423604,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,None,Threshold,0,2,620,32,0.0,0.0,0.49839228,-0.0057897596,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,None,Learning,0,0,622,32,NaN,0.0,0.74537784,0.0,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Oversampling,None,8,62,560,24,0.114285715,0.25,0.67378414,0.0961625,37.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Oversampling,Threshold,3,34,588,29,0.08108108,0.09375,0.5195438,0.036390852,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Oversampling,Learning,6,57,565,26,0.0952381,0.1875,0.6460259,0.06568212,34.375
