ID,Size,Predicted,Actual
872,24,1.2791288E-9,NO
877,24,1.2791288E-9,NO
982,24,1.2791288E-9,NO
987,24,1.2791288E-9,NO
1166,24,1.2791288E-9,NO
1242,24,1.2791288E-9,NO
1281,24,1.2791288E-9,NO
1361,24,1.2791288E-9,NO
1379,24,1.2791288E-9,NO
1399,24,1.2791288E-9,NO
1522,24,1.2791288E-9,NO
1582,24,1.2791288E-9,NO
1585,24,1.2791288E-9,NO
1591,24,1.2791288E-9,NO
1592,24,1.2791288E-9,NO
1620,24,1.2791288E-9,NO
1643,24,1.2791288E-9,NO
1644,24,1.2791288E-9,NO
1712,24,1.2791288E-9,NO
1760,24,1.2791288E-9,NO
1999,24,1.2791288E-9,NO
2047,24,1.2791288E-9,NO
2078,24,1.2791288E-9,NO
1368,35,1.8651989E-9,NO
1314,55,2.9299145E-9,NO
1182,46,2.4504272E-9,NO
839,38,2.0241142E-9,YES
559,74,3.922646E-9,YES
1392,83,4.3908357E-9,NO
2181,47,2.4797666E-9,NO
2160,74,3.8391392E-9,NO
378,36,1.8651989E-9,NO
414,36,1.8651989E-9,NO
998,36,1.8651989E-9,NO
1970,40,2.0677131E-9,NO
1976,40,2.0677131E-9,NO
1574,28,1.445404E-9,NO
1986,116,5.987036E-9,NO
907,173,8.922407E-9,NO
2191,75,3.838017E-9,NO
572,25,1.2791288E-9,NO
599,25,1.2791288E-9,NO
707,25,1.2791288E-9,NO
887,25,1.2791288E-9,NO
1398,25,1.2791288E-9,NO
1461,25,1.2791288E-9,NO
1504,25,1.2791288E-9,NO
1565,25,1.2791288E-9,NO
1584,25,1.2791288E-9,NO
1717,25,1.2791288E-9,NO
1728,25,1.2791288E-9,NO
1729,25,1.2791288E-9,NO
1743,25,1.2791288E-9,NO
1757,25,1.2791288E-9,NO
1990,25,1.2791288E-9,NO
1991,25,1.2791288E-9,NO
2100,25,1.2791288E-9,NO
102,173,8.848951E-9,NO
1880,95,4.859074E-9,NO
849,379,1.9297453E-8,NO
993,37,1.8651989E-9,NO
2063,37,1.8651989E-9,NO
165,30,1.5023512E-9,NO
946,31,1.5454243E-9,NO
1296,54,2.6881122E-9,NO
1966,31,1.5426944E-9,NO
1852,88,4.3738093E-9,NO
1192,59,2.9272045E-9,NO
675,41,2.0246926E-9,NO
1352,92,4.5428012E-9,NO
2168,71,3.4962881E-9,NO
318,26,1.2791288E-9,NO
417,26,1.2791288E-9,NO
609,26,1.2791288E-9,NO
613,26,1.2791288E-9,NO
628,26,1.2791288E-9,NO
977,26,1.2791288E-9,NO
1011,26,1.2791288E-9,NO
1199,26,1.2791288E-9,NO
1201,26,1.2791288E-9,NO
1202,26,1.2791288E-9,NO
1260,26,1.2791288E-9,NO
1362,26,1.2791288E-9,NO
1442,26,1.2791288E-9,NO
1555,26,1.2791288E-9,NO
1568,26,1.2791288E-9,NO
1586,26,1.2791288E-9,NO
1594,26,1.2791288E-9,NO
1617,26,1.2791288E-9,NO
1624,26,1.2791288E-9,NO
1645,26,1.2791288E-9,NO
1718,26,1.2791288E-9,NO
1731,26,1.2791288E-9,NO
1739,26,1.2791288E-9,NO
1749,26,1.2791288E-9,NO
1752,26,1.2791288E-9,NO
1756,26,1.2791288E-9,NO
1863,26,1.2791288E-9,NO
1885,26,1.2791288E-9,NO
1173,38,1.8651989E-9,NO
1407,38,1.8651989E-9,NO
2156,50,2.4406437E-9,NO
543,42,2.044401E-9,NO
256,42,2.031994E-9,NO
459,118,5.7060134E-9,NO
913,32,1.5454243E-9,NO
923,32,1.5454243E-9,NO
928,32,1.5454243E-9,NO
178,32,1.5399683E-9,NO
268,42,2.0093405E-9,NO
717,60,2.854427E-9,NO
510,43,2.044401E-9,NO
1215,42,1.9947728E-9,NO
844,193,9.1524575E-9,YES
305,27,1.2791288E-9,NO
493,27,1.2791288E-9,NO
584,27,1.2791288E-9,NO
586,27,1.2791288E-9,NO
789,27,1.2791288E-9,NO
842,27,1.2791288E-9,NO
867,27,1.2791288E-9,NO
988,27,1.2791288E-9,NO
1263,27,1.2791288E-9,NO
1439,27,1.2791288E-9,NO
1546,27,1.2791288E-9,NO
1685,27,1.2791288E-9,NO
1700,27,1.2791288E-9,NO
1761,27,1.2791288E-9,NO
1831,27,1.2791288E-9,NO
1834,27,1.2791288E-9,NO
2056,27,1.2791288E-9,NO
632,181,8.47845E-9,NO
1963,33,1.5426944E-9,NO
2090,53,2.4767746E-9,NO
270,43,2.0093405E-9,NO
427,40,1.8651989E-9,NO
1360,40,1.8651989E-9,NO
1687,40,1.8651989E-9,NO
1699,40,1.8651989E-9,NO
1802,40,1.8651989E-9,NO
1805,40,1.8651989E-9,NO
1330,97,4.5047277E-9,NO
301,44,2.0282904E-9,NO
15,192,8.848951E-9,NO
1639,32,1.4645672E-9,NO
291,28,1.2791288E-9,NO
302,28,1.2791288E-9,NO
374,28,1.2791288E-9,NO
589,28,1.2791288E-9,NO
626,28,1.2791288E-9,NO
1200,28,1.2791288E-9,NO
1408,28,1.2791288E-9,NO
1583,28,1.2791288E-9,NO
1736,28,1.2791288E-9,NO
1788,28,1.2791288E-9,NO
663,44,2.0021207E-9,NO
98,74,3.367005E-9,NO
1390,41,1.8651989E-9,NO
916,34,1.5454243E-9,NO
1405,63,2.854427E-9,NO
534,112,5.0672657E-9,YES
666,45,2.0246926E-9,NO
101,197,8.848951E-9,NO
202,58,2.6046698E-9,NO
637,99,4.4428368E-9,NO
2157,102,4.544881E-9,NO
1823,275,1.2238961E-8,NO
248,42,1.8651989E-9,NO
390,42,1.8651989E-9,NO
1316,42,1.8651989E-9,NO
735,115,5.086816E-9,NO
243,29,1.2791288E-9,NO
353,29,1.2791288E-9,NO
409,29,1.2791288E-9,NO
577,29,1.2791288E-9,NO
731,29,1.2791288E-9,NO
1321,29,1.2791288E-9,NO
1383,29,1.2791288E-9,NO
1387,29,1.2791288E-9,NO
1432,29,1.2791288E-9,NO
1561,29,1.2791288E-9,NO
1563,29,1.2791288E-9,NO
1564,29,1.2791288E-9,NO
1631,29,1.2791288E-9,NO
1673,29,1.2791288E-9,NO
1678,29,1.2791288E-9,NO
1695,29,1.2791288E-9,NO
2061,29,1.2791288E-9,NO
671,46,2.0246926E-9,NO
1677,51,2.2283342E-9,NO
753,61,2.6634E-9,NO
538,47,2.044401E-9,NO
1401,43,1.8651989E-9,NO
1430,43,1.8651989E-9,NO
2094,43,1.8651989E-9,NO
2125,43,1.8651989E-9,NO
944,67,2.9013474E-9,NO
59,115,4.9752815E-9,NO
1291,144,6.2228662E-9,NO
338,47,2.0282904E-9,NO
292,74,3.189772E-9,NO
664,47,2.0246926E-9,NO
665,47,2.0246926E-9,NO
667,47,2.0246926E-9,NO
1971,138,5.931012E-9,NO
2012,116,4.9752815E-9,NO
724,70,2.99411E-9,NO
97,30,1.2791288E-9,NO
304,30,1.2791288E-9,NO
352,30,1.2791288E-9,NO
614,30,1.2791288E-9,NO
777,30,1.2791288E-9,NO
831,30,1.2791288E-9,NO
1207,30,1.2791288E-9,NO
1220,30,1.2791288E-9,NO
1240,30,1.2791288E-9,NO
1249,30,1.2791288E-9,NO
1403,30,1.2791288E-9,NO
1409,30,1.2791288E-9,NO
1443,30,1.2791288E-9,NO
1444,30,1.2791288E-9,NO
1447,30,1.2791288E-9,NO
1454,30,1.2791288E-9,NO
1609,30,1.2791288E-9,NO
1742,30,1.2791288E-9,NO
1772,30,1.2791288E-9,NO
1174,44,1.8651989E-9,NO
1796,44,1.8651989E-9,NO
1289,45,1.8971618E-9,NO
32,48,2.0206359E-9,NO
725,53,2.2279671E-9,NO
1972,71,2.9724028E-9,NO
2051,70,2.925888E-9,NO
229,64,2.673719E-9,NO
503,49,2.044401E-9,NO
520,49,2.044401E-9,NO
498,121,5.0361453E-9,NO
293,78,3.2338003E-9,NO
1543,45,1.8651989E-9,NO
209,31,1.2791288E-9,NO
308,31,1.2791288E-9,NO
405,31,1.2791288E-9,NO
423,31,1.2791288E-9,NO
611,31,1.2791288E-9,NO
623,31,1.2791288E-9,NO
812,31,1.2791288E-9,NO
873,31,1.2791288E-9,NO
874,31,1.2791288E-9,NO
1059,31,1.2791288E-9,YES
1191,31,1.2791288E-9,NO
1205,31,1.2791288E-9,NO
1218,31,1.2791288E-9,NO
1248,31,1.2791288E-9,NO
1250,31,1.2791288E-9,NO
1252,31,1.2791288E-9,NO
1348,31,1.2791288E-9,NO
1381,31,1.2791288E-9,NO
1441,31,1.2791288E-9,NO
1498,31,1.2791288E-9,NO
1542,31,1.2791288E-9,NO
1619,31,1.2791288E-9,NO
1693,31,1.2791288E-9,NO
1737,31,1.2791288E-9,NO
1883,31,1.2791288E-9,NO
1989,31,1.2791288E-9,NO
1995,31,1.2791288E-9,NO
1996,31,1.2791288E-9,NO
1997,31,1.2791288E-9,NO
2054,31,1.2791288E-9,NO
2062,31,1.2791288E-9,NO
2117,36,1.4810787E-9,NO
507,50,2.044401E-9,NO
1277,123,5.019808E-9,NO
744,72,2.927276E-9,NO
422,46,1.8651989E-9,NO
1642,46,1.8651989E-9,NO
1513,55,2.2283342E-9,NO
727,74,2.99411E-9,NO
547,113,4.5643223E-9,NO
598,50,2.0167188E-9,NO
2182,53,2.1239608E-9,NO
142,32,1.2791288E-9,NO
366,32,1.2791288E-9,NO
391,32,1.2791288E-9,NO
404,32,1.2791288E-9,NO
428,32,1.2791288E-9,NO
463,32,1.2791288E-9,NO
482,32,1.2791288E-9,NO
605,32,1.2791288E-9,NO
729,32,1.2791288E-9,NO
781,32,1.2791288E-9,NO
963,32,1.2791288E-9,NO
972,32,1.2791288E-9,NO
1253,32,1.2791288E-9,NO
1372,32,1.2791288E-9,NO
1373,32,1.2791288E-9,NO
1374,32,1.2791288E-9,NO
1375,32,1.2791288E-9,NO
1438,32,1.2791288E-9,NO
1571,32,1.2791288E-9,NO
1615,32,1.2791288E-9,NO
1616,32,1.2791288E-9,NO
1771,32,1.2791288E-9,NO
1812,32,1.2791288E-9,NO
231,67,2.673719E-9,NO
289,146,5.8061715E-9,NO
1983,52,2.0677131E-9,NO
62,47,1.8651989E-9,NO
823,47,1.8651989E-9,NO
1333,47,1.8651989E-9,NO
1335,47,1.8651989E-9,NO
1606,47,1.8651989E-9,NO
1630,47,1.8651989E-9,NO
1781,47,1.8651989E-9,NO
2174,67,2.6575413E-9,NO
1828,423,1.6731594E-8,YES
2163,62,2.4266742E-9,NO
945,74,2.8946419E-9,NO
283,67,2.6124083E-9,NO
197,48,1.8651989E-9,NO
653,48,1.8651989E-9,NO
1317,48,1.8651989E-9,NO
1566,48,1.8651989E-9,NO
1301,56,2.1736593E-9,NO
307,33,1.2791288E-9,NO
476,33,1.2791288E-9,NO
792,33,1.2791288E-9,NO
879,33,1.2791288E-9,NO
1446,33,1.2791288E-9,NO
1468,33,1.2791288E-9,NO
1471,33,1.2791288E-9,NO
1499,33,1.2791288E-9,NO
1744,33,1.2791288E-9,NO
1774,33,1.2791288E-9,NO
1992,33,1.2791288E-9,NO
1287,49,1.8971618E-9,NO
1888,129,4.9723248E-9,YES
810,72,2.7719589E-9,NO
602,116,4.4457074E-9,NO
1981,54,2.0677131E-9,NO
517,53,2.0216095E-9,NO
1881,132,5.0283826E-9,YES
63,49,1.8651989E-9,NO
462,49,1.8651989E-9,NO
1669,49,1.8651989E-9,NO
68,273,1.0303082E-8,NO
112,56,2.1124975E-9,NO
138,56,2.1124975E-9,NO
741,41,1.5454243E-9,NO
947,41,1.5454243E-9,NO
606,34,1.2791288E-9,NO
627,34,1.2791288E-9,NO
686,34,1.2791288E-9,NO
796,34,1.2791288E-9,NO
876,34,1.2791288E-9,NO
1236,34,1.2791288E-9,NO
1440,34,1.2791288E-9,NO
1472,34,1.2791288E-9,NO
1475,34,1.2791288E-9,NO
1785,34,1.2791288E-9,NO
526,41,1.53422E-9,NO
70,50,1.8651989E-9,NO
1365,50,1.8651989E-9,NO
1302,40,1.4810787E-9,NO
670,55,2.0246926E-9,NO
917,42,1.5454243E-9,NO
925,42,1.5454243E-9,NO
2164,66,2.4266742E-9,NO
1256,39,1.4321349E-9,NO
659,124,4.552028E-9,NO
207,51,1.8651989E-9,NO
226,51,1.8651989E-9,NO
610,51,1.8651989E-9,NO
701,51,1.8651989E-9,NO
1172,51,1.8651989E-9,NO
1530,51,1.8651989E-9,NO
1569,51,1.8651989E-9,NO
194,35,1.2791288E-9,NO
276,35,1.2791288E-9,NO
691,35,1.2791288E-9,NO
773,35,1.2791288E-9,NO
854,35,1.2791288E-9,NO
875,35,1.2791288E-9,NO
878,35,1.2791288E-9,NO
981,35,1.2791288E-9,NO
1448,35,1.2791288E-9,NO
1465,35,1.2791288E-9,NO
1466,35,1.2791288E-9,NO
1632,35,1.2791288E-9,NO
1653,35,1.2791288E-9,NO
1790,35,1.2791288E-9,NO
1882,35,1.2791288E-9,NO
2002,35,1.2791288E-9,NO
264,55,2.0093405E-9,NO
152,153,5.5831526E-9,NO
200,40,1.4426275E-9,NO
1521,62,2.2283342E-9,NO
100,82,2.946267E-9,NO
1371,52,1.8651989E-9,NO
600,127,4.5478177E-9,NO
208,36,1.2791288E-9,NO
227,36,1.2791288E-9,NO
406,36,1.2791288E-9,NO
601,36,1.2791288E-9,NO
677,36,1.2791288E-9,NO
702,36,1.2791288E-9,NO
809,36,1.2791288E-9,NO
965,36,1.2791288E-9,NO
996,36,1.2791288E-9,NO
1008,36,1.2791288E-9,NO
1386,36,1.2791288E-9,NO
1450,36,1.2791288E-9,NO
1467,36,1.2791288E-9,NO
1481,36,1.2791288E-9,NO
1559,36,1.2791288E-9,NO
1573,36,1.2791288E-9,NO
1640,36,1.2791288E-9,NO
1647,36,1.2791288E-9,NO
1658,36,1.2791288E-9,NO
1770,36,1.2791288E-9,NO
1282,90,3.1844294E-9,NO
2102,171,6.0417205E-9,NO
2115,42,1.4810787E-9,NO
518,58,2.044401E-9,NO
51,60,2.1124975E-9,NO
1313,53,1.8651989E-9,NO
1533,53,1.8651989E-9,NO
1671,53,1.8651989E-9,NO
1683,53,1.8651989E-9,NO
1866,53,1.8651989E-9,NO
2154,57,1.9975581E-9,NO
829,84,2.9329317E-9,NO
506,58,2.0216095E-9,NO
123,37,1.2791288E-9,NO
619,37,1.2791288E-9,NO
680,37,1.2791288E-9,NO
687,37,1.2791288E-9,NO
797,37,1.2791288E-9,NO
870,37,1.2791288E-9,NO
893,37,1.2791288E-9,NO
1251,37,1.2791288E-9,NO
1419,37,1.2791288E-9,NO
1436,37,1.2791288E-9,NO
1535,37,1.2791288E-9,NO
1545,37,1.2791288E-9,NO
1636,37,1.2791288E-9,NO
1656,37,1.2791288E-9,NO
1824,37,1.2791288E-9,NO
2000,37,1.2791288E-9,NO
904,54,1.8651989E-9,NO
1315,54,1.8628858E-9,NO
915,45,1.5454243E-9,NO
368,55,1.8651989E-9,NO
245,38,1.2791288E-9,NO
496,38,1.2791288E-9,NO
531,38,1.2791288E-9,NO
585,38,1.2791288E-9,NO
593,38,1.2791288E-9,NO
595,38,1.2791288E-9,NO
650,38,1.2791288E-9,NO
706,38,1.2791288E-9,NO
1237,38,1.2791288E-9,NO
1247,38,1.2791288E-9,NO
1385,38,1.2791288E-9,NO
1428,38,1.2791288E-9,NO
1520,38,1.2791288E-9,NO
1525,38,1.2791288E-9,NO
1621,38,1.2791288E-9,NO
1652,38,1.2791288E-9,NO
1655,38,1.2791288E-9,NO
1670,38,1.2791288E-9,NO
1691,38,1.2791288E-9,NO
1696,38,1.2791288E-9,NO
1724,38,1.2791288E-9,NO
1841,38,1.2791288E-9,NO
1887,38,1.2791288E-9,NO
722,46,1.5454243E-9,NO
618,56,1.8651989E-9,NO
1227,56,1.8651989E-9,NO
1363,56,1.8651989E-9,NO
1534,56,1.8651989E-9,NO
1601,56,1.8651989E-9,NO
1667,56,1.8651989E-9,NO
1684,56,1.8651989E-9,NO
1435,137,4.5457367E-9,NO
931,89,2.927276E-9,NO
82,39,1.2791288E-9,NO
321,39,1.2791288E-9,NO
641,39,1.2791288E-9,NO
695,39,1.2791288E-9,NO
795,39,1.2791288E-9,NO
798,39,1.2791288E-9,NO
813,39,1.2791288E-9,NO
822,39,1.2791288E-9,NO
830,39,1.2791288E-9,NO
890,39,1.2791288E-9,NO
1180,39,1.2791288E-9,NO
1181,39,1.2791288E-9,NO
1238,39,1.2791288E-9,NO
1257,39,1.2791288E-9,NO
1434,39,1.2791288E-9,NO
1509,39,1.2791288E-9,NO
1512,39,1.2791288E-9,NO
1679,39,1.2791288E-9,NO
1697,39,1.2791288E-9,NO
1740,39,1.2791288E-9,NO
1905,39,1.2791288E-9,NO
1959,39,1.2791288E-9,NO
1194,57,1.8651989E-9,NO
1229,57,1.8651989E-9,NO
1358,57,1.8651989E-9,NO
1514,57,1.8651989E-9,NO
633,295,9.508154E-9,NO
61,58,1.8651989E-9,NO
64,58,1.8651989E-9,NO
216,58,1.8651989E-9,NO
851,58,1.8651989E-9,NO
1354,58,1.8651989E-9,NO
1366,58,1.8651989E-9,NO
11,40,1.2791288E-9,NO
44,40,1.2791288E-9,NO
80,40,1.2791288E-9,NO
360,40,1.2791288E-9,NO
363,40,1.2791288E-9,NO
365,40,1.2791288E-9,NO
396,40,1.2791288E-9,NO
479,40,1.2791288E-9,NO
481,40,1.2791288E-9,NO
495,40,1.2791288E-9,NO
615,40,1.2791288E-9,NO
636,40,1.2791288E-9,NO
1176,40,1.2791288E-9,NO
1177,40,1.2791288E-9,NO
1178,40,1.2791288E-9,NO
1271,40,1.2791288E-9,NO
