ID,Size,Predicted,Actual
1445,40,1.2791288E-9,NO
1951,40,1.2791288E-9,NO
2024,40,1.2791288E-9,NO
2034,40,1.2791288E-9,NO
2159,40,1.2791288E-9,NO
153,78,2.4924216E-9,NO
536,64,2.044401E-9,YES
1336,192,6.1178707E-9,NO
105,65,2.0677131E-9,NO
1984,65,2.0677131E-9,NO
1893,63,1.9970139E-9,NO
261,62,1.9648443E-9,NO
669,64,2.0246926E-9,NO
9,59,1.8651989E-9,NO
616,59,1.8651989E-9,NO
2119,59,1.8651989E-9,NO
519,64,2.0216095E-9,NO
154,84,2.6521865E-9,NO
920,49,1.5454243E-9,NO
591,62,1.9520137E-9,NO
263,64,2.0093405E-9,NO
181,93,2.9191027E-9,NO
322,41,1.2791288E-9,NO
573,41,1.2791288E-9,NO
587,41,1.2791288E-9,NO
625,41,1.2791288E-9,NO
678,41,1.2791288E-9,NO
733,41,1.2791288E-9,NO
984,41,1.2791288E-9,NO
1175,41,1.2791288E-9,NO
1414,41,1.2791288E-9,NO
1462,41,1.2791288E-9,NO
1650,41,1.2791288E-9,NO
1738,41,1.2791288E-9,NO
1773,41,1.2791288E-9,NO
1843,41,1.2791288E-9,NO
1898,41,1.2791288E-9,NO
2007,41,1.2791288E-9,NO
2020,41,1.2791288E-9,NO
2022,41,1.2791288E-9,NO
2075,41,1.2791288E-9,NO
926,48,1.4958403E-9,NO
1189,60,1.8651989E-9,NO
1337,60,1.8651989E-9,NO
1364,60,1.8651989E-9,NO
1541,60,1.8651989E-9,NO
2113,442,1.3689957E-8,NO
1508,72,2.223184E-9,NO
110,67,2.0677131E-9,NO
133,67,2.0677131E-9,NO
210,61,1.8651989E-9,NO
1045,61,1.8651989E-9,NO
1171,61,1.8651989E-9,NO
1668,61,1.8651989E-9,NO
1929,61,1.8651989E-9,NO
262,134,4.0913855E-9,NO
943,95,2.8946419E-9,NO
193,42,1.2791288E-9,NO
471,42,1.2791288E-9,NO
579,42,1.2791288E-9,NO
863,42,1.2791288E-9,NO
1388,42,1.2791288E-9,NO
1511,42,1.2791288E-9,NO
1519,42,1.2791288E-9,NO
1664,42,1.2791288E-9,NO
1688,42,1.2791288E-9,NO
1798,42,1.2791288E-9,NO
1810,42,1.2791288E-9,NO
187,62,1.8651989E-9,NO
751,62,1.8651989E-9,NO
1538,62,1.8651989E-9,NO
1681,62,1.8651989E-9,NO
1341,233,6.970746E-9,NO
86,81,2.4147848E-9,NO
266,43,1.2791288E-9,NO
348,43,1.2791288E-9,NO
475,43,1.2791288E-9,NO
581,43,1.2791288E-9,NO
596,43,1.2791288E-9,NO
730,43,1.2791288E-9,NO
772,43,1.2791288E-9,NO
1164,43,1.2791288E-9,NO
1213,43,1.2791288E-9,NO
1479,43,1.2791288E-9,NO
1516,43,1.2791288E-9,NO
1807,43,1.2791288E-9,NO
1809,43,1.2791288E-9,NO
1839,43,1.2791288E-9,NO
1840,43,1.2791288E-9,NO
1894,43,1.2791288E-9,NO
1897,43,1.2791288E-9,NO
2098,43,1.2791288E-9,NO
2120,43,1.2791288E-9,NO
94,71,2.1076152E-9,NO
924,67,1.986856E-9,NO
622,63,1.8651989E-9,NO
1331,63,1.8651989E-9,NO
1537,63,1.8651989E-9,NO
2095,63,1.8651989E-9,NO
58,169,4.9932534E-9,NO
55,70,2.0629343E-9,NO
38,72,2.1076152E-9,NO
113,101,2.946267E-9,NO
914,53,1.5454243E-9,NO
320,64,1.8651989E-9,NO
821,64,1.8651989E-9,NO
1353,64,1.8651989E-9,NO
1356,64,1.8651989E-9,NO
1357,64,1.8651989E-9,NO
1588,64,1.8651989E-9,NO
1672,64,1.8651989E-9,NO
224,44,1.2791288E-9,NO
246,44,1.2791288E-9,NO
375,44,1.2791288E-9,NO
408,44,1.2791288E-9,NO
415,44,1.2791288E-9,NO
679,44,1.2791288E-9,NO
791,44,1.2791288E-9,NO
827,44,1.2791288E-9,NO
864,44,1.2791288E-9,NO
989,44,1.2791288E-9,NO
1179,44,1.2791288E-9,NO
1343,44,1.2791288E-9,NO
1424,44,1.2791288E-9,NO
1562,44,1.2791288E-9,NO
1661,44,1.2791288E-9,NO
1745,44,1.2791288E-9,NO
1808,44,1.2791288E-9,NO
1827,44,1.2791288E-9,NO
1955,44,1.2791288E-9,NO
2084,44,1.2791288E-9,NO
2130,65,1.8838882E-9,NO
1190,69,1.9929414E-9,NO
139,73,2.1076152E-9,NO
537,71,2.0396762E-9,NO
550,71,2.0396762E-9,NO
196,65,1.8651989E-9,NO
1355,65,1.8651989E-9,NO
1547,65,1.8651989E-9,NO
135,103,2.946267E-9,NO
35,74,2.1076152E-9,NO
95,45,1.2791288E-9,NO
96,45,1.2791288E-9,NO
433,45,1.2791288E-9,NO
704,45,1.2791288E-9,NO
891,45,1.2791288E-9,NO
892,45,1.2791288E-9,NO
895,45,1.2791288E-9,NO
927,45,1.2791288E-9,NO
1245,45,1.2791288E-9,NO
1452,45,1.2791288E-9,NO
1456,45,1.2791288E-9,NO
1625,45,1.2791288E-9,NO
1730,45,1.2791288E-9,NO
1732,45,1.2791288E-9,NO
1817,45,1.2791288E-9,NO
83,85,2.4147848E-9,NO
922,54,1.5281955E-9,NO
324,66,1.8651989E-9,NO
2110,104,2.9245104E-9,NO
942,55,1.5454243E-9,NO
115,105,2.946267E-9,NO
4,74,2.0629343E-9,NO
333,85,2.368745E-9,NO
1062,139,3.871524E-9,YES
1230,67,1.8651989E-9,NO
1553,67,1.8651989E-9,NO
398,46,1.2791288E-9,NO
399,46,1.2791288E-9,NO
435,46,1.2791288E-9,NO
436,46,1.2791288E-9,NO
487,46,1.2791288E-9,NO
953,46,1.2791288E-9,NO
1021,46,1.2791288E-9,NO
1587,46,1.2791288E-9,NO
1663,46,1.2791288E-9,NO
2027,46,1.2791288E-9,NO
85,87,2.4147848E-9,NO
52,76,2.1076152E-9,NO
339,73,2.0236026E-9,NO
282,91,2.52024E-9,NO
949,56,1.5454243E-9,NO
1633,68,1.8698159E-9,NO
254,68,1.8608881E-9,NO
332,68,1.8608881E-9,NO
1224,68,1.8608881E-9,NO
1923,68,1.8608881E-9,NO
314,74,2.0236026E-9,NO
288,47,1.2791288E-9,NO
501,47,1.2791288E-9,NO
597,47,1.2791288E-9,NO
868,47,1.2791288E-9,NO
1425,47,1.2791288E-9,NO
1451,47,1.2791288E-9,NO
1474,47,1.2791288E-9,NO
1762,47,1.2791288E-9,NO
1768,47,1.2791288E-9,NO
1848,47,1.2791288E-9,NO
39,76,2.0629343E-9,NO
740,57,1.5454243E-9,NO
2,75,2.0272974E-9,NO
742,353,9.532642E-9,NO
40,69,1.8608881E-9,NO
129,69,1.8608881E-9,NO
748,69,1.8608881E-9,NO
1406,69,1.8608881E-9,NO
1549,69,1.8608881E-9,NO
1602,69,1.8608881E-9,NO
467,103,2.7712128E-9,NO
134,110,2.946267E-9,NO
93,48,1.2791288E-9,NO
249,48,1.2791288E-9,NO
294,48,1.2791288E-9,NO
346,48,1.2791288E-9,NO
444,48,1.2791288E-9,NO
488,48,1.2791288E-9,NO
604,48,1.2791288E-9,NO
607,48,1.2791288E-9,NO
643,48,1.2791288E-9,NO
1457,48,1.2791288E-9,NO
1480,48,1.2791288E-9,NO
1510,48,1.2791288E-9,NO
1529,48,1.2791288E-9,NO
1579,48,1.2791288E-9,NO
1635,48,1.2791288E-9,NO
1674,48,1.2791288E-9,NO
1806,48,1.2791288E-9,NO
1818,48,1.2791288E-9,NO
285,148,3.939335E-9,NO
6,70,1.8608881E-9,NO
65,70,1.8608881E-9,NO
1232,70,1.8608881E-9,NO
1420,70,1.8608881E-9,NO
1325,170,4.513362E-9,NO
136,111,2.946267E-9,NO
688,71,1.8608881E-9,NO
932,59,1.5454243E-9,NO
940,59,1.5454243E-9,NO
343,85,2.223184E-9,NO
47,49,1.2791288E-9,NO
361,49,1.2791288E-9,NO
608,49,1.2791288E-9,NO
617,49,1.2791288E-9,NO
1066,49,1.2791288E-9,NO
1188,49,1.2791288E-9,NO
1275,49,1.2791288E-9,NO
1482,49,1.2791288E-9,NO
1723,49,1.2791288E-9,NO
1876,49,1.2791288E-9,NO
1884,49,1.2791288E-9,NO
1922,49,1.2791288E-9,NO
84,93,2.4147848E-9,NO
1046,174,4.5112967E-9,NO
50,72,1.8608881E-9,NO
1794,72,1.8608881E-9,NO
1906,72,1.8608881E-9,NO
2097,72,1.8608881E-9,NO
1197,113,2.9204392E-9,NO
938,60,1.5454243E-9,NO
939,60,1.5454243E-9,NO
941,60,1.5454243E-9,NO
2039,357,9.19251E-9,YES
137,82,2.1076152E-9,NO
1329,111,2.8489042E-9,NO
190,50,1.2791288E-9,NO
358,50,1.2791288E-9,NO
529,50,1.2791288E-9,NO
783,50,1.2791288E-9,NO
784,50,1.2791288E-9,NO
975,50,1.2791288E-9,NO
1246,50,1.2791288E-9,NO
1273,50,1.2791288E-9,NO
1694,50,1.2791288E-9,NO
1734,50,1.2791288E-9,NO
1789,50,1.2791288E-9,NO
1958,50,1.2791288E-9,NO
2064,50,1.2791288E-9,NO
1241,86,2.1994278E-9,NO
445,79,2.0194362E-9,NO
2104,115,2.937719E-9,NO
147,73,1.8608881E-9,NO
1708,73,1.8608881E-9,NO
257,99,2.52024E-9,NO
41,83,2.1076152E-9,NO
2004,197,4.9932534E-9,NO
179,61,1.5363623E-9,NO
278,78,1.962253E-9,NO
5,84,2.1076152E-9,NO
148,84,2.1076152E-9,NO
857,51,1.2791288E-9,NO
1453,51,1.2791288E-9,NO
1657,51,1.2791288E-9,NO
1659,51,1.2791288E-9,NO
1862,51,1.2791288E-9,NO
1877,51,1.2791288E-9,NO
1968,51,1.2791288E-9,NO
1969,51,1.2791288E-9,NO
2006,75,1.879534E-9,NO
36,83,2.0629343E-9,NO
1662,60,1.4911945E-9,NO
1611,59,1.4645672E-9,NO
935,79,1.9601651E-9,NO
639,184,4.564246E-9,NO
1879,82,2.0194362E-9,NO
968,600,1.4771131E-8,NO
189,52,1.2791288E-9,NO
328,52,1.2791288E-9,NO
342,52,1.2791288E-9,NO
594,52,1.2791288E-9,NO
817,52,1.2791288E-9,NO
952,52,1.2791288E-9,NO
1052,52,1.2791288E-9,NO
1255,52,1.2791288E-9,NO
1276,52,1.2791288E-9,NO
1478,52,1.2791288E-9,NO
1505,52,1.2791288E-9,NO
1506,52,1.2791288E-9,NO
1646,52,1.2791288E-9,NO
1733,52,1.2791288E-9,NO
1801,52,1.2791288E-9,NO
103,84,2.0629343E-9,NO
45,86,2.1076152E-9,NO
56,86,2.1076152E-9,NO
2041,76,1.8623068E-9,NO
934,80,1.9601651E-9,NO
90,76,1.8608881E-9,NO
1233,76,1.8608881E-9,NO
1540,76,1.8608881E-9,NO
1660,76,1.8608881E-9,NO
2049,76,1.8608881E-9,NO
711,120,2.9291676E-9,NO
124,77,1.8608881E-9,NO
1065,77,1.8608881E-9,NO
1716,77,1.8608881E-9,NO
1711,92,2.223184E-9,NO
1323,187,4.513362E-9,NO
219,53,1.2791288E-9,NO
329,53,1.2791288E-9,NO
530,53,1.2791288E-9,YES
818,53,1.2791288E-9,NO
971,53,1.2791288E-9,NO
1022,53,1.2791288E-9,NO
1193,53,1.2791288E-9,NO
1326,53,1.2791288E-9,NO
1532,53,1.2791288E-9,NO
1572,53,1.2791288E-9,NO
1666,53,1.2791288E-9,NO
1933,53,1.2791288E-9,NO
2011,53,1.2791288E-9,NO
752,274,6.6021335E-9,NO
280,106,2.5540756E-9,NO
313,84,2.0236026E-9,NO
325,86,2.0674318E-9,NO
1290,61,1.4645672E-9,NO
1985,86,2.0629343E-9,NO
120,113,2.70963E-9,NO
109,88,2.1076152E-9,NO
1891,84,1.9969228E-9,NO
1875,64,1.5188205E-9,NO
326,54,1.2791288E-9,NO
337,54,1.2791288E-9,NO
803,54,1.2791288E-9,NO
840,54,1.2791288E-9,NO
951,54,1.2791288E-9,NO
1244,54,1.2791288E-9,NO
1286,54,1.2791288E-9,NO
1346,54,1.2791288E-9,NO
1473,54,1.2791288E-9,NO
1476,54,1.2791288E-9,NO
1826,54,1.2791288E-9,NO
2008,54,1.2791288E-9,NO
2122,54,1.2791288E-9,NO
46,89,2.1076152E-9,NO
76,102,2.4147848E-9,NO
1993,79,1.8608881E-9,NO
2050,79,1.8608881E-9,NO
2165,83,1.9507467E-9,NO
660,86,2.0200133E-9,NO
574,214,5.0261453E-9,NO
127,80,1.8608881E-9,NO
1703,80,1.8608881E-9,NO
500,55,1.2791288E-9,NO
708,55,1.2791288E-9,NO
889,55,1.2791288E-9,NO
1350,55,1.2791288E-9,NO
1404,55,1.2791288E-9,NO
1433,55,1.2791288E-9,NO
1690,55,1.2791288E-9,NO
1764,96,2.223184E-9,NO
258,87,2.0046966E-9,NO
1034,81,1.8608881E-9,NO
1803,81,1.8608881E-9,NO
53,92,2.1076152E-9,NO
111,92,2.1076152E-9,NO
92,56,1.2791288E-9,NO
309,56,1.2791288E-9,NO
392,56,1.2791288E-9,NO
394,56,1.2791288E-9,NO
580,56,1.2791288E-9,NO
631,56,1.2791288E-9,NO
850,56,1.2791288E-9,NO
1060,56,1.2791288E-9,NO
1214,56,1.2791288E-9,NO
1567,56,1.2791288E-9,NO
2089,56,1.2791288E-9,NO
279,86,1.962253E-9,NO
1269,82,1.8608881E-9,NO
549,90,2.0396762E-9,NO
2031,90,2.0230113E-9,NO
7,57,1.2791288E-9,NO
81,57,1.2791288E-9,NO
429,57,1.2791288E-9,NO
654,57,1.2791288E-9,NO
778,57,1.2791288E-9,NO
1811,57,1.2791288E-9,NO
376,83,1.8608881E-9,NO
424,83,1.8608881E-9,NO
1550,83,1.8608881E-9,NO
576,206,4.592209E-9,NO
624,84,1.8608881E-9,NO
649,84,1.8608881E-9,NO
1496,84,1.8608881E-9,NO
1701,84,1.8608881E-9,NO
1750,84,1.8608881E-9,NO
1007,90,1.9929414E-9,NO
29,58,1.2791288E-9,NO
122,58,1.2791288E-9,NO
489,58,1.2791288E-9,NO
491,58,1.2791288E-9,NO
655,58,1.2791288E-9,NO
805,58,1.2791288E-9,NO
816,58,1.2791288E-9,NO
896,58,1.2791288E-9,NO
1211,58,1.2791288E-9,NO
1338,58,1.2791288E-9,NO
1402,58,1.2791288E-9,NO
1527,58,1.2791288E-9,NO
2045,58,1.2791288E-9,NO
2046,58,1.2791288E-9,NO
720,70,1.5418526E-9,NO
672,212,4.656526E-9,NO
54,96,2.1076152E-9,NO
937,72,1.5804587E-9,NO
692,85,1.8608881E-9,NO
853,85,1.8608881E-9,NO
959,85,1.8608881E-9,NO
1228,89,1.9480266E-9,NO
128,59,1.2791288E-9,NO
407,59,1.2791288E-9,NO
484,59,1.2791288E-9,NO
776,59,1.2791288E-9,NO
869,59,1.2791288E-9,NO
1689,59,1.2791288E-9,NO
1704,59,1.2791288E-9,NO
1793,59,1.2791288E-9,NO
1813,59,1.2791288E-9,NO
114,136,2.9481708E-9,NO
387,86,1.8608881E-9,NO
1544,86,1.8608881E-9,NO
1926,86,1.8608881E-9,NO
2092,86,1.8608881E-9,NO
1854,70,1.5096602E-9,NO
18,96,2.0629343E-9,NO
661,93,1.9974935E-9,NO
1548,87,1.8608881E-9,NO
1705,87,1.8608881E-9,NO
1715,87,1.8608881E-9,YES
1799,87,1.8608881E-9,NO
1295,81,1.7296823E-9,NO
316,60,1.2791288E-9,NO
410,60,1.2791288E-9,NO
657,60,1.2791288E-9,NO
962,60,1.2791288E-9,NO
1054,60,1.2791288E-9,NO
1590,60,1.2791288E-9,NO
1784,60,1.2791288E-9,NO
1787,60,1.2791288E-9,NO
1814,60,1.2791288E-9,NO
1815,60,1.2791288E-9,NO
1816,60,1.2791288E-9,NO
1930,60,1.2791288E-9,NO
2066,60,1.2791288E-9,NO
2069,60,1.2791288E-9,NO
525,72,1.5306741E-9,NO
10,88,1.8608881E-9,NO
43,88,1.8608881E-9,NO
79,88,1.8608881E-9,NO
220,88,1.8608881E-9,NO
331,88,1.8608881E-9,NO
1058,88,1.8608881E-9,NO
2010,88,1.8608881E-9,NO
2076,88,1.8608881E-9,NO
2093,88,1.8608881E-9,NO
502,219,4.613964E-9,NO
17,98,2.0629343E-9,NO
26,61,1.2791288E-9,NO
1367,61,1.2791288E-9,NO
1597,61,1.2791288E-9,NO
1987,61,1.2791288E-9,NO
20,141,2.9481708E-9,NO
198,89,1.8608881E-9,NO
700,89,1.8608881E-9,NO
2091,89,1.8608881E-9,NO
119,101,2.1076152E-9,NO
12,99,2.0629343E-9,NO
21,142,2.9481708E-9,NO
2059,567,1.1751164E-8,NO
23,90,1.8608881E-9,NO
1226,90,1.8608881E-9,NO
738,96,1.9822641E-9,NO
25,62,1.2791288E-9,NO
499,62,1.2791288E-9,NO
635,62,1.2791288E-9,NO
1070,62,1.2791288E-9,NO
1085,62,1.2791288E-9,NO
1157,62,1.2791288E-9,NO
1477,62,1.2791288E-9,NO
1651,62,1.2791288E-9,NO
1702,62,1.2791288E-9,NO
1846,62,1.2791288E-9,NO
2058,62,1.2791288E-9,NO
140,100,2.0629343E-9,NO
1822,74,1.52144E-9,NO
354,103,2.1111455E-9,NO
1751,91,1.8608881E-9,NO
2071,91,1.8608881E-9,NO
739,97,1.9822641E-9,NO
921,94,1.9167579E-9,NO
540,129,2.6239795E-9,YES
237,63,1.2791288E-9,NO
785,63,1.2791288E-9,NO
1170,63,1.2791288E-9,NO
1998,63,1.2791288E-9,NO
736,143,2.9032887E-9,NO
259,99,2.0093867E-9,NO
723,76,1.5418526E-9,NO
310,101,2.0236026E-9,NO
335,101,2.0236026E-9,NO
67,93,1.8608881E-9,NO
1051,93,1.8608881E-9,NO
1706,93,1.8608881E-9,NO
201,64,1.2791288E-9,NO
431,64,1.2791288E-9,NO
685,64,1.2791288E-9,NO
807,64,1.2791288E-9,NO
901,64,1.2791288E-9,NO
1035,64,1.2791288E-9,NO
1168,64,1.2791288E-9,NO
1423,64,1.2791288E-9,NO
1491,64,1.2791288E-9,NO
49,94,1.8608881E-9,NO
955,94,1.8608881E-9,NO
1596,94,1.8608881E-9,NO
1726,94,1.8608881E-9,NO
1886,101,1.9923985E-9,NO
34,65,1.2791288E-9,NO
884,65,1.2791288E-9,NO
1019,65,1.2791288E-9,NO
1127,65,1.2791288E-9,NO
1133,65,1.2791288E-9,NO
1507,65,1.2791288E-9,NO
1648,65,1.2791288E-9,NO
77,150,2.9481708E-9,NO
130,95,1.8608881E-9,NO
253,95,1.8608881E-9,NO
1676,95,1.8608881E-9,NO
1686,95,1.8608881E-9,NO
1911,95,1.8608881E-9,NO
37,128,2.494032E-9,NO
1311,96,1.8608881E-9,NO
1347,96,1.8608881E-9,NO
1598,96,1.8608881E-9,NO
1675,96,1.8608881E-9,NO
336,66,1.2791288E-9,NO
402,66,1.2791288E-9,NO
477,66,1.2791288E-9,NO
847,66,1.2791288E-9,NO
1016,66,1.2791288E-9,NO
1463,66,1.2791288E-9,NO
1777,66,1.2791288E-9,NO
1909,66,1.2791288E-9,NO
60,153,2.9481708E-9,NO
281,134,2.5789793E-9,NO
835,152,2.9250318E-9,NO
260,102,1.962253E-9,NO
16,97,1.8608881E-9,NO
131,97,1.8608881E-9,NO
430,97,1.8608881E-9,NO
1765,97,1.8608881E-9,NO
377,67,1.2791288E-9,NO
527,67,1.2791288E-9,NO
683,67,1.2791288E-9,NO
790,67,1.2791288E-9,NO
800,67,1.2791288E-9,NO
885,67,1.2791288E-9,NO
1449,67,1.2791288E-9,NO
1754,67,1.2791288E-9,NO
1833,67,1.2791288E-9,NO
1858,67,1.2791288E-9,NO
2043,67,1.2791288E-9,NO
1235,153,2.920989E-9,NO
2037,270,5.135968E-9,NO
718,174,3.306129E-9,NO
833,155,2.9250318E-9,NO
2116,80,1.5096602E-9,NO
1324,99,1.8608881E-9,NO
1934,99,1.8608881E-9,NO
188,68,1.2761725E-9,NO
319,68,1.2761725E-9,NO
400,68,1.2761725E-9,YES
438,68,1.2761725E-9,NO
561,68,1.2761725E-9,NO
871,68,1.2761725E-9,NO
1087,68,1.2761725E-9,NO
1160,68,1.2761725E-9,NO
1339,68,1.2761725E-9,NO
1528,68,1.2761725E-9,NO
1836,68,1.2761725E-9,NO
24,110,2.0629343E-9,NO
1518,100,1.8608881E-9,NO
388,69,1.2761725E-9,NO
486,69,1.2761725E-9,NO
528,69,1.2761725E-9,NO
788,69,1.2761725E-9,NO
886,69,1.2761725E-9,NO
1018,69,1.2761725E-9,NO
1431,69,1.2761725E-9,NO
1459,69,1.2761725E-9,NO
1526,69,1.2761725E-9,NO
1692,69,1.2761725E-9,NO
2021,69,1.2761725E-9,NO
57,101,1.8608881E-9,NO
212,101,1.8608881E-9,NO
75,161,2.9588205E-9,NO
929,84,1.5418526E-9,NO
393,102,1.8608881E-9,NO
2134,102,1.8608881E-9,NO
8,70,1.2761725E-9,NO
141,70,1.2761725E-9,NO
418,70,1.2761725E-9,NO
453,70,1.2761725E-9,NO
1254,70,1.2761725E-9,NO
1484,70,1.2761725E-9,NO
1494,70,1.2761725E-9,NO
2082,70,1.2761725E-9,NO
290,111,2.0236026E-9,NO
1556,103,1.8608881E-9,NO
2118,103,1.8608881E-9,NO
274,141,2.5452345E-9,NO
918,110,1.9822641E-9,NO
425,71,1.2761725E-9,NO
483,71,1.2761725E-9,NO
568,71,1.2761725E-9,NO
728,71,1.2761725E-9,NO
820,71,1.2761725E-9,NO
846,71,1.2761725E-9,NO
894,71,1.2761725E-9,NO
1013,71,1.2761725E-9,NO
1349,71,1.2761725E-9,NO
1928,71,1.2761725E-9,NO
2026,71,1.2761725E-9,NO
241,104,1.8608881E-9,NO
180,86,1.5328115E-9,NO
1551,83,1.4776558E-9,NO
582,261,4.638283E-9,NO
2077,106,1.879534E-9,YES
298,262,4.644749E-9,NO
205,72,1.2761725E-9,NO
221,72,1.2761725E-9,NO
950,72,1.2761725E-9,NO
956,72,1.2761725E-9,NO
1002,72,1.2761725E-9,NO
1554,72,1.2761725E-9,NO
681,105,1.8608881E-9,NO
703,105,1.8608881E-9,NO
1380,105,1.8608881E-9,NO
1945,105,1.8608881E-9,NO
27,120,2.1089772E-9,NO
217,106,1.8608881E-9,NO
1503,106,1.8608881E-9,NO
204,73,1.2761725E-9,NO
472,73,1.2761725E-9,NO
562,73,1.2761725E-9,NO
647,73,1.2761725E-9,NO
1515,107,1.8608881E-9,NO
1707,107,1.8608881E-9,NO
1709,107,1.8608881E-9,NO
834,169,2.935598E-9,NO
30,74,1.2761725E-9,NO
211,74,1.2761725E-9,NO
824,74,1.2761725E-9,NO
1135,74,1.2761725E-9,NO
1394,74,1.2761725E-9,NO
1908,74,1.2761725E-9,NO
2143,74,1.2761725E-9,NO
99,299,5.1380002E-9,NO
19,173,2.9588205E-9,NO
1020,109,1.8608881E-9,NO
1915,109,1.8608881E-9,NO
2048,109,1.8608881E-9,NO
832,172,2.935598E-9,NO
474,75,1.2761725E-9,NO
1005,75,1.2761725E-9,NO
1050,75,1.2761725E-9,NO
1198,75,1.2761725E-9,NO
1735,75,1.2761725E-9,NO
149,122,2.0642672E-9,NO
1259,110,1.8608881E-9,NO
437,76,1.2761725E-9,NO
759,76,1.2761725E-9,NO
888,76,1.2761725E-9,NO
1009,76,1.2761725E-9,NO
1167,76,1.2761725E-9,YES
1307,76,1.2761725E-9,NO
1412,76,1.2761725E-9,NO
1485,76,1.2761725E-9,NO
1710,76,1.2761725E-9,NO
1758,76,1.2761725E-9,NO
1874,76,1.2761725E-9,NO
1944,76,1.2761725E-9,NO
1536,111,1.8608881E-9,NO
2105,177,2.948331E-9,NO
384,112,1.8608881E-9,NO
801,77,1.2761725E-9,NO
802,77,1.2761725E-9,NO
1165,77,1.2761725E-9,NO
1395,77,1.2761725E-9,NO
910,122,2.0213184E-9,NO
156,113,1.8608881E-9,NO
1280,113,1.8608881E-9,NO
1665,113,1.8608881E-9,NO
1032,78,1.2761725E-9,NO
1458,78,1.2761725E-9,NO
1748,78,1.2761725E-9,NO
2001,280,4.534142E-9,NO
747,115,1.8620906E-9,NO
1030,587,9.499004E-9,NO
656,79,1.2761725E-9,NO
1003,79,1.2761725E-9,NO
1267,79,1.2761725E-9,NO
1268,79,1.2761725E-9,NO
1804,79,1.2761725E-9,NO
1853,79,1.2761725E-9,NO
22,188,3.0329055E-9,NO
2148,112,1.7994433E-9,NO
28,116,1.8620906E-9,NO
91,116,1.8620906E-9,NO
1426,116,1.8620906E-9,NO
373,80,1.2761725E-9,NO
397,80,1.2761725E-9,NO
401,80,1.2761725E-9,NO
1279,80,1.2761725E-9,NO
1747,80,1.2761725E-9,NO
1864,80,1.2761725E-9,NO
242,117,1.8620906E-9,NO
583,293,4.638283E-9,NO
13,187,2.9588205E-9,NO
416,848,1.3399736E-8,NO
933,184,2.9069753E-9,NO
126,118,1.8620906E-9,NO
960,118,1.8620906E-9,NO
1942,118,1.8620906E-9,NO
330,81,1.2761725E-9,NO
456,81,1.2761725E-9,NO
569,81,1.2761725E-9,NO
638,81,1.2761725E-9,NO
1001,81,1.2761725E-9,NO
1873,81,1.2761725E-9,NO
2009,81,1.2761725E-9,NO
1901,185,2.8988587E-9,NO
385,119,1.8620906E-9,NO
1962,119,1.8620906E-9,NO
1607,186,2.8988587E-9,NO
1327,82,1.2761725E-9,NO
1486,82,1.2761725E-9,NO
1927,82,1.2761725E-9,NO
312,133,2.0687678E-9,NO
461,303,4.6965565E-9,NO
183,99,1.5328115E-9,NO
909,128,1.9686344E-9,NO
218,83,1.2761725E-9,NO
426,83,1.2761725E-9,NO
469,83,1.2761725E-9,NO
967,83,1.2761725E-9,NO
1222,83,1.2761725E-9,NO
1422,83,1.2761725E-9,NO
1913,83,1.2761725E-9,NO
930,101,1.5418526E-9,NO
250,122,1.8620906E-9,NO
1231,122,1.8620906E-9,NO
297,166,2.5263656E-9,NO
238,84,1.2761725E-9,NO
1867,84,1.2761725E-9,NO
2151,303,4.5969526E-9,NO
2126,123,1.8620906E-9,NO
14,196,2.9588205E-9,NO
1782,195,2.9315403E-9,YES
841,85,1.2761725E-9,YES
1340,85,1.2761725E-9,NO
1753,85,1.2761725E-9,NO
1952,85,1.2761725E-9,NO
2142,85,1.2761725E-9,NO
1159,1093,1.6373924E-8,NO
1907,310,4.642072E-9,NO
382,125,1.8620906E-9,NO
1719,125,1.8620906E-9,NO
1939,125,1.8620906E-9,NO
213,86,1.2761725E-9,NO
571,86,1.2761725E-9,NO
1912,86,1.2761725E-9,NO
381,312,4.5911066E-9,NO
2132,129,1.894E-9,NO
347,101,1.4825668E-9,NO
1921,87,1.2761725E-9,NO
345,127,1.8620906E-9,NO
389,88,1.2761725E-9,NO
588,88,1.2761725E-9,NO
684,88,1.2761725E-9,NO
383,324,4.6965565E-9,YES
1613,129,1.8620906E-9,NO
905,137,1.9686344E-9,NO
359,89,1.2761725E-9,NO
395,89,1.2761725E-9,NO
815,89,1.2761725E-9,NO
957,89,1.2761725E-9,NO
1487,89,1.2761725E-9,NO
1048,130,1.8620906E-9,NO
737,139,1.983545E-9,NO
327,148,2.1089772E-9,NO
73,131,1.8620906E-9,NO
1941,131,1.8620906E-9,NO
2036,131,1.8620906E-9,NO
252,90,1.2761725E-9,NO
349,90,1.2761725E-9,NO
1061,90,1.2761725E-9,NO
1920,90,1.2761725E-9,NO
2114,126,1.7864461E-9,NO
1144,916,1.2964833E-8,NO
2146,132,1.8620906E-9,NO
454,333,4.6965565E-9,NO
215,91,1.2761725E-9,NO
838,91,1.2761725E-9,NO
1649,91,1.2761725E-9,NO
1890,91,1.2761725E-9,NO
1208,133,1.8620906E-9,NO
2145,133,1.8620906E-9,NO
1637,92,1.2761725E-9,NO
1783,92,1.2761725E-9,NO
1825,92,1.2761725E-9,NO
673,145,1.9987842E-9,NO
